name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,mass_multiplier_squared,radius_multiplier_squared,orbital_radius_squared,orbital_radius_bin,expanded_planet_type,habitable_zone
KELT-18 b,1048.0,10.16,Gas Giant,2017,1.18,Jupiter,1.57,Jupiter,0.0455,0.007939767,0.0,Transit,1.8526,0.46227999999999997,1.3923999999999999,2.4649,0.00207025,Close,Gas Giant - Close,Inside
KELT-19 A b,980.0,9.857,Gas Giant,2017,4.07,Jupiter,1.91,Jupiter,0.0637,0.012594113,0.0,Transit,7.7737,0.6278909,16.5649,3.6481,0.004057690000000001,Close,Gas Giant - Close,Inside
KELT-1 b,876.0,10.632,Gas Giant,2012,27.23,Jupiter,1.11,Jupiter,0.02466,0.003285421,0.01,Transit,30.225300000000004,0.26218512,741.4729,1.2321000000000002,0.0006081156000000001,Close,Gas Giant - Close,Inside
KELT-20 b,445.0,7.59,Gas Giant,2017,3.382,Jupiter,1.741,Jupiter,0.0542,0.009582478,0.0,Transit,5.888062000000001,0.41137799999999997,11.437924,3.0310810000000004,0.0029376399999999996,Close,Gas Giant - Close,Inside
KELT-21 b,1536.0,10.484,Gas Giant,2018,3.91,Jupiter,1.586,Jupiter,0.05224,0.009856262,0.0,Transit,6.20126,0.54768416,15.288100000000002,2.5153960000000004,0.0027290176,Close,Gas Giant - Close,Inside
KELT-23 A b,412.0,10.308,Gas Giant,2019,0.938,Jupiter,1.323,Jupiter,0.03302,0.0062970566,0.0,Transit,1.2409739999999998,0.34037016,0.8798439999999998,1.7503289999999998,0.0010903204,Close,Gas Giant - Close,Inside
KELT-24 b,315.0,8.34,Gas Giant,2019,5.18,Jupiter,1.272,Jupiter,0.06969,0.015331964,0.08,Transit,6.58896,0.5812146,26.832399999999996,1.617984,0.0048566961,Close,Gas Giant - Close,Inside
KELT-2 A b,437.0,8.68,Gas Giant,2012,1.7,Jupiter,1.35,Jupiter,0.05497,0.011225188,0.0,Transit,2.295,0.47713959999999994,2.8899999999999997,1.8225000000000002,0.0030217009,Close,Gas Giant - Close,Inside
KELT-3 b,686.0,9.816,Gas Giant,2013,1.94,Jupiter,1.56,Jupiter,0.04123,0.0073921974,0.0,Transit,3.0264,0.4047136800000001,3.7636,2.4336,0.0016999129000000001,Close,Gas Giant - Close,Inside
KELT-4 A b,711.0,9.98,Gas Giant,2016,0.902,Jupiter,1.699,Jupiter,0.04317,0.008213553,0.0,Transit,1.5324980000000001,0.4308366,0.813604,2.886601,0.0018636489,Close,Gas Giant - Close,Inside
KELT-6 b,785.0,10.371,Gas Giant,2014,0.52,Jupiter,1.3,Jupiter,0.07939,0.021355236,0.22,Transit,0.676,0.82335369,0.27040000000000003,1.6900000000000002,0.0063027721,Close,Gas Giant - Close,Inside
KELT-6 c,785.0,10.371,Gas Giant,2015,3.71,Jupiter,1.16,Jupiter,2.39,3.5,0.21,Radial Velocity,4.303599999999999,24.786690000000004,13.7641,1.3456,5.7121,Close,Gas Giant - Close,Outside
KELT-7 b,446.0,8.56,Gas Giant,2015,1.39,Jupiter,1.6,Jupiter,0.04415,0.0073921974,0.0,Transit,2.2239999999999998,0.37792400000000004,1.9320999999999997,2.5600000000000005,0.0019492225000000002,Close,Gas Giant - Close,Inside
KELT-8 b,644.0,10.845,Gas Giant,2015,0.66,Jupiter,1.62,Jupiter,0.0455,0.008761123,0.04,Transit,1.0692000000000002,0.49344750000000004,0.43560000000000004,2.6244000000000005,0.00207025,Close,Gas Giant - Close,Inside
KELT-9 b,667.0,7.55,Gas Giant,2017,2.88,Jupiter,1.891,Jupiter,0.03462,0.0041067763,0.0,Transit,5.44608,0.261381,8.2944,3.575881,0.0011985443999999999,Close,Gas Giant - Close,Inside
Kepler-1000 b,3639.0,13.23,Neptune-like,2016,20.3,Earth,0.425,Jupiter,0.5337,0.32854208,0.0,Transit,8.6275,7.0608509999999995,412.09000000000003,0.18062499999999998,0.28483569,Close,Neptune-like - Close,Inside
Kepler-1001 b,3030.0,15.582,Neptune-like,2016,10.1,Earth,0.281,Jupiter,0.1129,0.039151266,0.0,Transit,2.8381000000000003,1.7592078,102.00999999999999,0.07896100000000002,0.01274641,Close,Neptune-like - Close,Inside
Kepler-1001 c,3030.0,15.582,Super Earth,2020,3.11,Earth,1.578,Earth,0.084,0.025188226,0.0,Transit,4.90758,1.308888,9.672099999999999,2.4900840000000004,0.007056000000000001,Close,Super Earth - Close,Inside
Kepler-1002 b,1332.0,11.821,Super Earth,2016,3.57,Earth,1.71,Earth,0.0564,0.011772759,0.0,Transit,6.104699999999999,0.6667044,12.7449,2.9240999999999997,0.00318096,Close,Super Earth - Close,Inside
Kepler-1003 b,3072.0,14.132,Super Earth,2016,3.82,Earth,1.78,Earth,0.0444,0.009856262,0.0,Transit,6.7996,0.6274608,14.5924,3.1684,0.00197136,Close,Super Earth - Close,Inside
Kepler-1004 b,3760.0,13.705,Neptune-like,2016,32.5,Earth,0.56,Jupiter,0.0671,0.01451061,0.0,Transit,18.200000000000003,0.9196055000000001,1056.25,0.31360000000000005,0.004502410000000001,Close,Neptune-like - Close,Inside
Kepler-1005 b,1852.0,13.371,Super Earth,2016,2.86,Earth,1.5,Earth,0.0669,0.01779603,0.0,Transit,4.29,0.8945199,8.179599999999999,2.25,0.0044756100000000005,Close,Super Earth - Close,Inside
Kepler-1006 b,3529.0,14.467,Super Earth,2016,2.99,Earth,1.54,Earth,0.1464,0.054209445,0.0,Transit,4.6046000000000005,2.1179688000000003,8.940100000000001,2.3716,0.02143296,Close,Super Earth - Close,Inside
Kepler-1007 b,1191.0,14.981,Super Earth,2016,2.67,Earth,1.44,Earth,0.048,0.014236824,0.0,Transit,3.8447999999999998,0.7190880000000001,7.1289,2.0736,0.002304,Close,Super Earth - Close,Inside
Kepler-1008 b,922.0,13.59,Super Earth,2016,2.18,Earth,1.28,Earth,0.0951,0.03394935,0.0,Transit,2.7904000000000004,1.2924090000000001,4.752400000000001,1.6384,0.00904401,Close,Super Earth - Close,Inside
Kepler-1009 b,1158.0,15.758,Neptune-like,2016,5.35,Earth,2.17,Earth,0.0796,0.031211497,0.0,Transit,11.609499999999999,1.2543368,28.622499999999995,4.7089,0.00633616,Close,Neptune-like - Close,Inside
Kepler-100 b,994.0,11.055,Super Earth,2014,7.34,Earth,1.32,Earth,0.072,0.01889117,0.13,Transit,9.6888,0.7959599999999999,53.8756,1.7424000000000002,0.005183999999999999,Close,Super Earth - Close,Inside
Kepler-100 c,994.0,11.055,Neptune-like,2014,7.05,Earth,2.2,Earth,0.109,0.03504449,0.02,Transit,15.510000000000002,1.204995,49.7025,4.840000000000001,0.011881,Close,Neptune-like - Close,Inside
Kepler-100 d,994.0,11.055,Super Earth,2014,3.0,Earth,1.61,Earth,0.2143,0.09664613,0.38,Transit,4.83,2.3690865,9.0,2.5921000000000003,0.04592449,Close,Super Earth - Close,Inside
Kepler-1010 b,1890.0,14.964,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.193,0.09390828,0.0,Transit,1.23993,2.888052,35.880100000000006,0.042849,0.037249000000000004,Close,Neptune-like - Close,Inside
Kepler-1011 b,2403.0,15.294,Neptune-like,2016,8.6,Earth,0.256,Jupiter,0.0633,0.015879534,0.0,Transit,2.2016,0.9681101999999999,73.96,0.065536,0.004006889999999999,Close,Neptune-like - Close,Inside
Kepler-1012 b,1341.0,13.486,Super Earth,2016,2.21,Earth,1.29,Earth,0.0585,0.015058179,0.0,Transit,2.8509,0.788931,4.8841,1.6641000000000001,0.0034222500000000004,Close,Super Earth - Close,Inside
Kepler-1013 b,1377.0,14.563,Neptune-like,2016,5.27,Earth,2.15,Earth,0.137,0.051745377,0.0,Transit,11.330499999999999,1.9951310000000002,27.772899999999996,4.6225,0.018769000000000004,Close,Neptune-like - Close,Inside
Kepler-1014 b,2038.0,14.866,Neptune-like,2016,6.3,Earth,0.213,Jupiter,0.121,0.045448326,0.0,Transit,1.3418999999999999,1.798786,39.69,0.045369,0.014641,Close,Neptune-like - Close,Inside
Kepler-1015 b,2412.0,12.825,Neptune-like,2016,12.3,Earth,0.317,Jupiter,0.1396,0.043805614,0.0,Transit,3.8991000000000002,1.79037,151.29000000000002,0.10048900000000001,0.01948816,Close,Neptune-like - Close,Inside
Kepler-1016 b,4576.0,15.531,Neptune-like,2016,5.39,Earth,2.18,Earth,0.0307,0.0054757018,0.0,Transit,11.7502,0.47680170000000005,29.052099999999996,4.752400000000001,0.0009424900000000001,Close,Neptune-like - Close,Inside
Kepler-1016 c,4576.0,15.531,Neptune-like,2016,13.1,Earth,0.328,Jupiter,0.4389,0.28939083,0.0,Transit,4.2968,6.816555900000001,171.60999999999999,0.10758400000000001,0.19263321,Close,Neptune-like - Close,Inside
Kepler-1017 b,1801.0,14.315,Super Earth,2016,4.62,Earth,1.99,Earth,0.0702,0.019712524,0.0,Transit,9.1938,1.004913,21.3444,3.9601,0.00492804,Close,Super Earth - Close,Inside
Kepler-1018 b,3295.0,15.103,Neptune-like,2016,7.18,Earth,0.23,Jupiter,0.253,0.13442847,0.0,Transit,1.6514,3.821059,51.5524,0.0529,0.064009,Close,Neptune-like - Close,Inside
Kepler-1019 b,633.0,13.882,Super Earth,2016,2.73,Earth,1.46,Earth,0.0221,0.003832991,0.0,Transit,3.9858,0.3067922,7.4529,2.1315999999999997,0.0004884100000000001,Close,Super Earth - Close,Inside
Kepler-101 b,3027.0,13.7,Gas Giant,2014,0.16,Jupiter,0.51,Jupiter,0.0474,0.009582478,0.09,Transit,0.0816,0.64938,0.0256,0.2601,0.00224676,Close,Gas Giant - Close,Inside
Kepler-101 c,3027.0,13.7,Super Earth,2014,3.78,Earth,1.25,Earth,0.0684,0.016427105,0.0,Transit,4.725,0.93708,14.2884,1.5625,0.00467856,Close,Super Earth - Close,Inside
Kepler-1020 b,1355.0,14.211,Neptune-like,2016,5.82,Earth,0.203,Jupiter,0.3878,0.26529774,0.0,Transit,1.1814600000000002,5.5110258,33.872400000000006,0.041209,0.15038884,Close,Neptune-like - Close,Inside
Kepler-1021 b,2642.0,15.207,Neptune-like,2016,6.04,Earth,0.208,Jupiter,0.1034,0.036960986,0.0,Transit,1.2563199999999999,1.5724038000000002,36.4816,0.043264,0.010691560000000001,Close,Neptune-like - Close,Inside
Kepler-1022 b,1370.0,15.758,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.0805,0.030116359,0.0,Transit,1.3018699999999999,1.268519,38.0689,0.044521,0.006480250000000001,Close,Neptune-like - Close,Inside
Kepler-1023 b,2264.0,14.7121,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.301,0.17002054,0.0,Transit,1.74135,4.4283421,54.908100000000005,0.055224999999999996,0.09060099999999999,Close,Neptune-like - Close,Inside
Kepler-1024 b,3547.0,16.272,Neptune-like,2016,14.5,Earth,0.349,Jupiter,0.3033,0.1817933,0.0,Transit,5.060499999999999,4.9352976,210.25,0.12180099999999998,0.09199089,Close,Neptune-like - Close,Inside
Kepler-1025 b,2622.0,13.695,Super Earth,2016,4.58,Earth,1.98,Earth,0.3344,0.10212183,0.0,Transit,9.0684,4.5796079999999995,20.9764,3.9204,0.11182335999999998,Close,Super Earth - Close,Inside
Kepler-1026 b,1146.0,14.463,Neptune-like,2016,5.52,Earth,2.21,Earth,0.1977,0.09993155,0.0,Transit,12.1992,2.8593350999999996,30.470399999999994,4.8841,0.039085289999999995,Close,Neptune-like - Close,Inside
Kepler-1027 b,1321.0,12.994,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0295,0.005201916,0.0,Transit,0.5696,0.38332299999999997,0.4096,0.7921,0.0008702499999999999,Close,Terrestrial - Close,Inside
Kepler-1028 b,1983.0,14.611,Super Earth,2016,2.33,Earth,1.33,Earth,0.0354,0.0068446267,0.0,Transit,3.0989000000000004,0.5172294000000001,5.4289000000000005,1.7689000000000001,0.0012531600000000001,Close,Super Earth - Close,Inside
Kepler-1029 b,1196.0,14.434,Super Earth,2016,2.13,Earth,1.26,Earth,0.047,0.012046544,0.0,Transit,2.6837999999999997,0.678398,4.536899999999999,1.5876000000000001,0.002209,Close,Super Earth - Close,Inside
Kepler-102 b,352.0,12.072,Terrestrial,2014,4.3,Earth,0.47,Earth,0.0552,0.01451061,0.0,Transit,2.021,0.6663743999999999,18.49,0.22089999999999999,0.00304704,Close,Terrestrial - Close,Inside
Kepler-102 c,352.0,12.072,Terrestrial,2014,3.0,Earth,0.58,Earth,0.067,0.01943874,0.0,Transit,1.7399999999999998,0.808824,9.0,0.3364,0.004489000000000001,Close,Terrestrial - Close,Inside
Kepler-102 d,352.0,12.072,Super Earth,2014,3.8,Earth,1.18,Earth,0.0862,0.028199865,0.0,Transit,4.484,1.0406064,14.44,1.3923999999999999,0.00743044,Close,Super Earth - Close,Inside
Kepler-102 e,352.0,12.072,Super Earth,2013,8.93,Earth,2.22,Earth,0.1162,0.044079397,0.0,Transit,19.8246,1.4027664,79.7449,4.928400000000001,0.01350244,Close,Super Earth - Close,Inside
Kepler-102 f,352.0,12.072,Terrestrial,2014,5.2,Earth,0.88,Earth,0.1655,0.075290896,0.0,Transit,4.5760000000000005,1.997916,27.040000000000003,0.7744,0.02739025,Close,Terrestrial - Close,Inside
Kepler-1030 b,2475.0,16.003,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.1338,0.05284052,0.0,Transit,1.48291,2.1412014,45.0241,0.048841,0.017902440000000002,Close,Neptune-like - Close,Inside
Kepler-1031 b,2228.0,13.877,Terrestrial,2016,0.59,Earth,0.87,Earth,0.0218,0.003285421,0.0,Transit,0.5133,0.3025186,0.34809999999999997,0.7569,0.00047524,Close,Terrestrial - Close,Inside
Kepler-1032 b,2195.0,16.007,Super Earth,2016,4.16,Earth,1.87,Earth,0.0361,0.009034907,0.0,Transit,7.7792,0.5778527000000001,17.305600000000002,3.4969000000000006,0.00130321,Close,Super Earth - Close,Inside
Kepler-1033 b,4748.0,16.186,Neptune-like,2016,6.85,Earth,0.224,Jupiter,0.0761,0.020807665,0.0,Transit,1.5344,1.2317546,46.92249999999999,0.050176000000000005,0.00579121,Close,Neptune-like - Close,Inside
Kepler-1034 b,2135.0,15.269,Neptune-like,2016,5.73,Earth,0.202,Jupiter,0.0965,0.033127997,0.0,Transit,1.1574600000000002,1.4734585,32.8329,0.04080400000000001,0.009312250000000001,Close,Neptune-like - Close,Inside
Kepler-1035 b,1834.0,13.097,Super Earth,2016,1.71,Earth,1.17,Earth,0.0386,0.0073921974,0.0,Transit,2.0006999999999997,0.5055442,2.9240999999999997,1.3688999999999998,0.0014899600000000002,Close,Super Earth - Close,Inside
Kepler-1036 b,1597.0,13.87,Neptune-like,2016,9.32,Earth,0.269,Jupiter,0.4629,0.33648187,0.0,Transit,2.50708,6.4204229999999995,86.86240000000001,0.07236100000000001,0.21427640999999997,Close,Neptune-like - Close,Inside
Kepler-1037 b,1458.0,14.475,Super Earth,2016,2.18,Earth,1.28,Earth,0.0198,0.003011636,0.0,Transit,2.7904000000000004,0.286605,4.752400000000001,1.6384,0.0003920400000000001,Close,Super Earth - Close,Inside
Kepler-1038 b,1905.0,15.03,Neptune-like,2016,12.2,Earth,0.315,Jupiter,0.5238,0.40657085,0.0,Transit,3.843,7.872714,148.83999999999997,0.09922500000000001,0.27436644000000004,Close,Neptune-like - Close,Inside
Kepler-1038 c,1905.0,15.03,Super Earth,2021,2.59,Earth,1.416,Earth,0.0692,0.01943874,0.0,Transit,3.6674399999999996,1.040076,6.708099999999999,2.0050559999999997,0.004788639999999999,Close,Super Earth - Close,Inside
Kepler-1039 b,1001.0,14.438,Super Earth,2016,2.73,Earth,1.46,Earth,0.0184,0.0024640656,0.0,Transit,3.9858,0.2656592,7.4529,2.1315999999999997,0.00033856,Close,Super Earth - Close,Inside
Kepler-103 b,1614.0,11.883,Neptune-like,2014,9.7,Earth,0.301,Jupiter,0.1269,0.043805614,0.03,Transit,2.9196999999999997,1.5079527000000001,94.08999999999999,0.09060099999999999,0.016103610000000004,Close,Neptune-like - Close,Inside
Kepler-103 c,1614.0,11.883,Neptune-like,2014,36.1,Earth,0.459,Jupiter,0.6372,0.49171802,0.02,Transit,16.5699,7.571847599999999,1303.21,0.210681,0.40602383999999997,Close,Neptune-like - Close,Inside
Kepler-1040 b,1573.0,13.614,Super Earth,2016,4.98,Earth,2.08,Earth,0.6559,0.5505818,0.0,Transit,10.358400000000001,8.9294226,24.800400000000003,4.3264000000000005,0.43020481000000005,Close,Super Earth - Close,Inside
Kepler-1041 b,4847.0,14.576,Neptune-like,2016,8.96,Earth,0.262,Jupiter,0.1688,0.0678987,0.0,Transit,2.3475200000000003,2.4604288000000003,80.28160000000001,0.06864400000000001,0.028493440000000002,Close,Neptune-like - Close,Inside
Kepler-1042 b,2150.0,16.004,Neptune-like,2016,5.43,Earth,2.19,Earth,0.0756,0.027652293,0.0,Transit,11.891699999999998,1.2099024,29.484899999999996,4.7961,0.00571536,Close,Neptune-like - Close,Inside
Kepler-1043 b,2947.0,14.949,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.2159,0.10540725,0.0,Transit,1.5980800000000002,3.2274891,49.5616,0.051529000000000005,0.046612810000000005,Close,Neptune-like - Close,Inside
Kepler-1044 b,4172.0,15.478,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.0741,0.018617386,0.0,Transit,1.81118,1.1469198,57.9121,0.05664399999999999,0.00549081,Close,Neptune-like - Close,Inside
Kepler-1045 b,3074.0,15.879,Neptune-like,2016,7.7,Earth,0.24,Jupiter,0.1616,0.07227926,0.0,Transit,1.8479999999999999,2.5660464,59.290000000000006,0.0576,0.02611456,Close,Neptune-like - Close,Inside
Kepler-1046 b,2354.0,13.347,Super Earth,2016,3.57,Earth,1.71,Earth,0.1167,0.03942505,0.0,Transit,6.104699999999999,1.5575949,12.7449,2.9240999999999997,0.01361889,Close,Super Earth - Close,Inside
Kepler-1047 b,2667.0,13.46,Super Earth,2016,5.02,Earth,2.09,Earth,0.2939,0.15386721,0.0,Transit,10.491799999999998,3.9558940000000002,25.200399999999995,4.368099999999999,0.08637721,Close,Super Earth - Close,Inside
Kepler-1047 c,2667.0,13.46,Terrestrial,2016,0.937,Earth,0.99,Earth,0.0434,0.008761123,0.0,Transit,0.9276300000000001,0.584164,0.8779690000000001,0.9801,0.00188356,Close,Terrestrial - Close,Inside
Kepler-1048 b,1814.0,15.138,Super Earth,2016,3.22,Earth,1.61,Earth,0.059,0.01889117,0.0,Transit,5.184200000000001,0.893142,10.368400000000001,2.5921000000000003,0.0034809999999999997,Close,Super Earth - Close,Inside
Kepler-1049 b,528.0,14.695,Terrestrial,2016,0.809,Earth,0.95,Earth,0.0349,0.009034907,0.0,Transit,0.7685500000000001,0.5128555,0.6544810000000001,0.9025,0.00121801,Close,Terrestrial - Close,Inside
Kepler-104 b,1307.0,12.697,Super Earth,2014,19.6,Earth,0.277,Jupiter,0.094,0.031211497,0.0,Transit,5.429200000000001,1.1935179999999999,384.1600000000001,0.07672900000000002,0.008836,Close,Super Earth - Close,Inside
Kepler-104 c,1307.0,12.697,Neptune-like,2014,9.96,Earth,0.279,Jupiter,0.153,0.06488707,0.0,Transit,2.7788400000000006,1.9426409999999998,99.20160000000001,0.07784100000000002,0.023409,Close,Neptune-like - Close,Inside
Kepler-104 d,1307.0,12.697,Neptune-like,2014,12.5,Earth,0.319,Jupiter,0.257,0.14182067,0.0,Transit,3.9875000000000003,3.2631289999999997,156.25,0.101761,0.066049,Close,Neptune-like - Close,Inside
Kepler-1050 b,1600.0,13.198,Super Earth,2016,3.19,Earth,1.6,Earth,0.1313,0.042162903,0.0,Transit,5.104,1.7328974000000001,10.1761,2.5600000000000005,0.01723969,Close,Super Earth - Close,Inside
Kepler-1050 c,1600.0,13.198,Super Earth,2016,2.79,Earth,1.48,Earth,0.1622,0.057768654,0.0,Transit,4.1292,2.1407156,7.7841000000000005,2.1904,0.026308840000000003,Close,Super Earth - Close,Inside
Kepler-1051 b,2705.0,13.212,Neptune-like,2016,11.5,Earth,0.303,Jupiter,0.1891,0.07118412,0.0,Transit,3.4844999999999997,2.4983891999999996,132.25,0.091809,0.035758809999999995,Close,Neptune-like - Close,Inside
Kepler-1052 b,3078.0,14.932,Neptune-like,2016,8.91,Earth,0.261,Jupiter,0.2046,0.095551,0.0,Transit,2.32551,3.0550872,79.38810000000001,0.068121,0.04186116,Close,Neptune-like - Close,Inside
Kepler-1053 b,493.0,13.576,Terrestrial,2016,0.904,Earth,0.98,Earth,0.0315,0.006570842,0.0,Transit,0.88592,0.427644,0.817216,0.9603999999999999,0.00099225,Close,Terrestrial - Close,Inside
Kepler-1054 b,3557.0,14.143,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.054,0.011772759,0.0,Transit,1.74135,0.763722,54.908100000000005,0.055224999999999996,0.0029159999999999998,Close,Neptune-like - Close,Inside
Kepler-1055 b,1270.0,13.194,Super Earth,2016,2.04,Earth,1.23,Earth,0.0331,0.0062970566,0.0,Transit,2.5092,0.4367214,4.1616,1.5129,0.00109561,Close,Super Earth - Close,Inside
Kepler-1056 b,3205.0,14.772,Neptune-like,2016,9.32,Earth,0.269,Jupiter,0.1629,0.075290896,0.0,Transit,2.50708,2.4063588,86.86240000000001,0.07236100000000001,0.026536409999999996,Close,Neptune-like - Close,Inside
Kepler-1057 b,3920.0,15.825,Neptune-like,2016,11.2,Earth,0.3,Jupiter,0.1138,0.038603697,0.0,Transit,3.36,1.8008849999999998,125.43999999999998,0.09,0.012950439999999999,Close,Neptune-like - Close,Inside
Kepler-1058 b,1605.0,15.869,Neptune-like,2016,7.85,Earth,0.243,Jupiter,0.3679,0.30390143,0.0,Transit,1.9075499999999999,5.8382051,61.622499999999995,0.059049,0.13535041,Close,Neptune-like - Close,Inside
Kepler-1059 b,2326.0,15.785,Super Earth,2016,3.64,Earth,1.73,Earth,0.044,0.010403832,0.0,Transit,6.2972,0.6945399999999999,13.249600000000001,2.9929,0.0019359999999999998,Close,Super Earth - Close,Inside
Kepler-105 b,1498.0,12.981,Neptune-like,2013,5.1,Earth,0.429,Jupiter,0.066,0.014784395,0.47,Transit,2.1879,0.856746,26.009999999999998,0.18404099999999998,0.0043560000000000005,Close,Neptune-like - Close,Inside
Kepler-105 c,1498.0,12.981,Super Earth,2014,4.6,Earth,1.31,Earth,0.0711,0.01943874,0.0,Transit,6.026,0.9229491,21.159999999999997,1.7161000000000002,0.005055209999999999,Close,Super Earth - Close,Inside
Kepler-1060 b,3088.0,14.827,Neptune-like,2016,6.26,Earth,0.212,Jupiter,0.2495,0.12840521,0.0,Transit,1.3271199999999999,3.6993365,39.187599999999996,0.044944,0.06225025,Close,Neptune-like - Close,Inside
Kepler-1061 b,1772.0,13.319,Super Earth,2016,4.58,Earth,1.98,Earth,0.0384,0.007665982,0.0,Transit,9.0684,0.5114496,20.9764,3.9204,0.0014745599999999998,Close,Super Earth - Close,Inside
Kepler-1062 b,1296.0,15.095,Super Earth,2016,3.75,Earth,1.76,Earth,0.0748,0.025462013,0.0,Transit,6.6,1.1291060000000002,14.0625,3.0976,0.005595040000000001,Close,Super Earth - Close,Inside
Kepler-1063 b,1120.0,13.029,Super Earth,2016,2.83,Earth,1.49,Earth,0.1176,0.038603697,0.0,Transit,4.2167,1.5322103999999999,8.0089,2.2201,0.01382976,Close,Super Earth - Close,Inside
Kepler-1064 b,1220.0,13.958,Super Earth,2016,3.02,Earth,1.55,Earth,0.1183,0.04517454,0.0,Transit,4.681,1.6512314000000001,9.1204,2.4025000000000003,0.013994890000000001,Close,Super Earth - Close,Inside
Kepler-1065 b,3662.0,15.744,Neptune-like,2016,13.4,Earth,0.333,Jupiter,0.0455,0.009856262,0.0,Transit,4.4622,0.716352,179.56,0.11088900000000002,0.00207025,Close,Neptune-like - Close,Inside
Kepler-1065 c,3662.0,15.744,Super Earth,2016,3.19,Earth,1.6,Earth,0.0344,0.006570842,0.0,Transit,5.104,0.5415936,10.1761,2.5600000000000005,0.00118336,Close,Super Earth - Close,Inside
Kepler-1066 b,1123.0,13.115,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.0299,0.005201916,0.0,Transit,1.3018699999999999,0.3921385,38.0689,0.044521,0.00089401,Close,Neptune-like - Close,Inside
Kepler-1067 b,2178.0,14.395,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0162,0.0021902807,0.0,Transit,0.3496,0.233199,0.190969,0.6400000000000001,0.00026243999999999996,Close,Terrestrial - Close,Inside
Kepler-1067 c,2178.0,14.395,Super Earth,2021,3.7,Earth,1.747,Earth,0.0601,0.014784395,0.0,Transit,6.463900000000001,0.8651395,13.690000000000001,3.0520090000000004,0.00361201,Close,Super Earth - Close,Inside
Kepler-1068 b,4807.0,16.096,Neptune-like,2016,12.8,Earth,0.324,Jupiter,0.1309,0.046269678,0.0,Transit,4.147200000000001,2.1069663999999997,163.84000000000003,0.104976,0.017134809999999997,Close,Neptune-like - Close,Inside
