name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,mass_multiplier_squared,radius_multiplier_squared,orbital_radius_squared,orbital_radius_bin,expanded_planet_type,habitable_zone
Kepler-80 d,1205.0,15.23,Super Earth,2014,6.75,Earth,1.53,Earth,0.0372,0.008487337,0.0,Transit,10.3275,0.566556,45.5625,2.3409,0.0013838399999999997,Close,Super Earth - Close,Inside
Kepler-80 e,1205.0,15.23,Super Earth,2014,4.13,Earth,1.6,Earth,0.0491,0.012594113,0.0,Transit,6.6080000000000005,0.747793,17.0569,2.5600000000000005,0.0024108099999999998,Close,Super Earth - Close,Inside
Kepler-80 f,1205.0,15.23,Super Earth,2016,1.92,Earth,1.21,Earth,0.0175,0.0027378509,0.0,Transit,2.3232,0.266525,3.6864,1.4641,0.00030625000000000004,Close,Super Earth - Close,Inside
Kepler-80 g,1205.0,15.23,Super Earth,2017,1.51,Earth,1.13,Earth,,0.039972622,0.0,Transit,1.7063,,2.2801,1.2768999999999997,,nan,Super Earth - nan,
Kepler-810 b,4758.0,15.73,Super Earth,2016,4.38,Earth,1.93,Earth,0.055,0.012594113,0.0,Transit,8.4534,0.86515,19.1844,3.7249,0.003025,Close,Super Earth - Close,Inside
Kepler-811 b,3213.0,14.046,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.1583,0.06461328,0.0,Transit,1.86775,2.2234818,60.0625,0.058080999999999994,0.02505889,Close,Neptune-like - Close,Inside
Kepler-812 b,4837.0,13.815,Neptune-like,2016,12.3,Earth,0.317,Jupiter,0.1024,0.027652293,0.0,Transit,3.8991000000000002,1.414656,151.29000000000002,0.10048900000000001,0.01048576,Close,Neptune-like - Close,Inside
Kepler-813 b,2740.0,14.646,Neptune-like,2016,5.22,Earth,2.14,Earth,0.1439,0.05229295,0.0,Transit,11.1708,2.1075594,27.248399999999997,4.5796,0.02070721,Close,Neptune-like - Close,Inside
Kepler-814 b,6706.0,14.859,Neptune-like,2016,5.14,Earth,2.12,Earth,0.0695,0.01670089,0.0,Transit,10.8968,1.0327005,26.419599999999996,4.494400000000001,0.004830250000000001,Close,Neptune-like - Close,Inside
Kepler-815 b,4108.0,13.438,Neptune-like,2016,15.8,Earth,0.367,Jupiter,0.0888,0.023545519,0.0,Transit,5.7986,1.1932944,249.64000000000001,0.134689,0.00788544,Close,Neptune-like - Close,Inside
Kepler-816 b,3209.0,16.365,Gas Giant,2016,0.234,Jupiter,0.914,Jupiter,0.0895,0.028747434,0.0,Transit,0.213876,1.4646674999999998,0.054756000000000006,0.835396,0.00801025,Close,Gas Giant - Close,Inside
Kepler-817 b,4842.0,15.967,Gas Giant,2016,0.189,Jupiter,0.806,Jupiter,0.0493,0.0109514035,0.0,Transit,0.152334,0.7871731,0.035721,0.6496360000000001,0.0024304899999999996,Close,Gas Giant - Close,Inside
Kepler-818 b,3017.0,15.368,Neptune-like,2016,22.9,Earth,0.456,Jupiter,0.0886,0.027378507,0.0,Transit,10.4424,1.3616048,524.41,0.207936,0.00784996,Close,Neptune-like - Close,Inside
Kepler-819 b,2167.0,15.402,Neptune-like,2016,8.05,Earth,0.246,Jupiter,0.1894,0.09089665,0.0,Transit,1.9803000000000002,2.9171388,64.80250000000001,0.060516,0.035872360000000006,Close,Neptune-like - Close,Inside
Kepler-81 b,1136.0,15.258,Super Earth,2012,17.2,Earth,0.216,Jupiter,0.0522,0.016427105,0.0,Transit,3.7152,0.7964676,295.84,0.046655999999999996,0.0027248400000000005,Close,Super Earth - Close,Inside
Kepler-81 c,1136.0,15.258,Neptune-like,2012,4.3,Earth,0.211,Jupiter,0.08347,0.03285421,0.0,Transit,0.9072999999999999,1.27358526,18.49,0.044521,0.0069672409,Close,Neptune-like - Close,Inside
Kepler-81 d,1136.0,15.258,Super Earth,2014,1.92,Earth,1.21,Earth,0.128,0.056947295,0.0,Transit,2.3232,1.9530239999999999,3.6864,1.4641,0.016384,Close,Super Earth - Close,Inside
Kepler-820 b,4525.0,14.135,Neptune-like,2016,30.8,Earth,0.543,Jupiter,0.5829,0.34989733,0.0,Transit,16.724400000000003,8.2392915,948.6400000000001,0.294849,0.33977240999999997,Close,Neptune-like - Close,Inside
Kepler-821 b,2005.0,15.153,Super Earth,2016,2.27,Earth,1.31,Earth,0.029,0.005201916,0.0,Transit,2.9737,0.439437,5.1529,1.7161000000000002,0.0008410000000000001,Close,Super Earth - Close,Inside
Kepler-822 b,2807.0,14.75,Super Earth,2016,3.78,Earth,1.77,Earth,0.0412,0.008761123,0.0,Transit,6.6906,0.6077,14.2884,3.1329000000000002,0.0016974400000000001,Close,Super Earth - Close,Inside
Kepler-823 b,4532.0,15.089,Super Earth,2016,3.09,Earth,1.57,Earth,0.0507,0.011498973,0.0,Transit,4.8513,0.7650123000000001,9.5481,2.4649,0.0025704900000000004,Close,Super Earth - Close,Inside
Kepler-824 b,3919.0,15.051,Super Earth,2016,4.16,Earth,1.87,Earth,0.055,0.0123203285,0.0,Transit,7.7792,0.827805,17.305600000000002,3.4969000000000006,0.003025,Close,Super Earth - Close,Inside
Kepler-825 b,2635.0,14.296,Super Earth,2016,2.96,Earth,1.53,Earth,0.0453,0.010403832,0.0,Transit,4.5288,0.6476088,8.7616,2.3409,0.00205209,Close,Super Earth - Close,Inside
Kepler-825 c,2635.0,14.296,Super Earth,2016,4.04,Earth,1.84,Earth,0.0759,0.022450376,0.0,Transit,7.4336,1.0850663999999999,16.3216,3.3856,0.005760809999999999,Close,Super Earth - Close,Inside
Kepler-826 b,2543.0,13.644,Super Earth,2016,2.1,Earth,1.25,Earth,0.0528,0.0123203285,0.0,Transit,2.625,0.7204032,4.41,1.5625,0.0027878399999999998,Close,Super Earth - Close,Inside
Kepler-827 b,6676.0,15.865,Neptune-like,2016,27.0,Earth,0.502,Jupiter,0.2742,0.14209446,0.0,Transit,13.554,4.350183,729.0,0.252004,0.07518564,Close,Neptune-like - Close,Inside
Kepler-828 b,1877.0,15.374,Super Earth,2016,2.89,Earth,1.51,Earth,0.0125,0.0016427105,0.0,Transit,4.3639,0.192175,8.3521,2.2801,0.00015625000000000003,Close,Super Earth - Close,Inside
Kepler-829 b,3503.0,14.973,Neptune-like,2016,5.1,Earth,2.11,Earth,0.0678,0.01889117,0.0,Transit,10.761,1.0151694,26.009999999999998,4.4521,0.00459684,Close,Neptune-like - Close,Inside
Kepler-82 b,2950.0,15.131,Neptune-like,2012,12.15,Earth,0.363,Jupiter,0.1683,0.07227926,0.0,Transit,4.41045,2.5465473000000003,147.6225,0.131769,0.028324890000000002,Close,Neptune-like - Close,Inside
Kepler-82 c,2950.0,15.131,Neptune-like,2012,13.9,Earth,0.476,Jupiter,0.2626,0.14099932,0.01,Transit,6.6164,3.9734006,193.21,0.22657599999999997,0.06895876,Close,Neptune-like - Close,Inside
Kepler-82 d,2950.0,15.131,Super Earth,2014,3.78,Earth,1.77,Earth,0.034,0.006570842,0.0,Transit,6.6906,0.5144540000000001,14.2884,3.1329000000000002,0.0011560000000000001,Close,Super Earth - Close,Inside
Kepler-82 e,2950.0,15.131,Neptune-like,2014,6.66,Earth,0.22,Jupiter,0.063,0.01615332,0.0,Transit,1.4652,0.953253,44.3556,0.0484,0.003969,Close,Neptune-like - Close,Inside
Kepler-82 f,2950.0,15.131,Neptune-like,2019,20.9,Earth,0.432,Jupiter,0.3395,0.20725529,0.0,Transit Timing Variations,9.028799999999999,5.1369745,436.80999999999995,0.18662399999999998,0.11526025000000002,Close,Neptune-like - Close,Inside
Kepler-830 b,3660.0,14.88,Super Earth,2016,3.53,Earth,1.7,Earth,0.1033,0.030937715,0.0,Transit,6.0009999999999994,1.537104,12.460899999999999,2.8899999999999997,0.01067089,Close,Super Earth - Close,Inside
Kepler-831 b,1936.0,13.751,Super Earth,2016,2.15,Earth,1.27,Earth,0.0603,0.015331964,0.0,Transit,2.7304999999999997,0.8291853,4.6225,1.6129,0.00363609,Close,Super Earth - Close,Inside
Kepler-832 b,5507.0,16.001,Super Earth,2016,4.9,Earth,2.06,Earth,0.075,0.01943874,0.0,Transit,10.094000000000001,1.200075,24.010000000000005,4.2436,0.005625,Close,Super Earth - Close,Inside
Kepler-833 b,1525.0,15.755,Super Earth,2016,4.74,Earth,2.02,Earth,0.1139,0.05147159,0.0,Transit,9.5748,1.7944945,22.4676,4.0804,0.01297321,Close,Super Earth - Close,Inside
Kepler-834 b,2068.0,16.211,Super Earth,2016,4.74,Earth,2.02,Earth,0.0862,0.036413416,0.0,Transit,9.5748,1.3973881999999997,22.4676,4.0804,0.00743044,Close,Super Earth - Close,Inside
Kepler-835 b,7849.0,16.062,Neptune-like,2016,8.2,Earth,0.249,Jupiter,0.107,0.031211497,0.0,Transit,2.0418,1.718634,67.24,0.062001,0.011448999999999999,Close,Neptune-like - Close,Inside
Kepler-836 b,3197.0,14.672,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.1013,0.031211497,0.0,Transit,1.9276,1.4862736,62.410000000000004,0.059536,0.01026169,Close,Neptune-like - Close,Inside
Kepler-837 b,2942.0,15.576,Neptune-like,2016,7.08,Earth,0.228,Jupiter,0.1144,0.045448326,0.0,Transit,1.6142400000000001,1.7818944,50.126400000000004,0.051984,0.013087360000000001,Close,Neptune-like - Close,Inside
Kepler-838 b,3601.0,15.424,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.1266,0.04298426,0.0,Transit,1.9276,1.9526783999999997,62.410000000000004,0.059536,0.016027559999999996,Close,Neptune-like - Close,Inside
Kepler-839 b,3081.0,13.693,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.2341,0.103490755,0.0,Transit,1.63277,3.2055313,50.8369,0.052441,0.05480281,Close,Neptune-like - Close,Inside
Kepler-83 b,1306.0,16.145,Gas Giant,2012,0.132,Jupiter,0.252,Jupiter,0.07295,0.026830938,0.0,Transit,0.033264,1.17777775,0.017424000000000002,0.063504,0.0053217025,Close,Gas Giant - Close,Inside
Kepler-83 c,1306.0,16.145,Super Earth,2012,11.4,Earth,0.211,Jupiter,0.11796,0.0550308,0.0,Transit,2.4054,1.9044641999999998,129.96,0.044521,0.013914561599999998,Close,Super Earth - Close,Inside
Kepler-83 d,1306.0,16.145,Super Earth,2014,24.6,Earth,1.94,Earth,0.051,0.014236824,0.0,Transit,47.724000000000004,0.8233949999999999,605.1600000000001,3.7636,0.0026009999999999996,Close,Super Earth - Close,Inside
Kepler-841 b,3259.0,15.791,Neptune-like,2016,23.8,Earth,0.467,Jupiter,0.479,0.34058863,0.0,Transit,11.114600000000001,7.563889,566.44,0.21808900000000003,0.22944099999999998,Close,Neptune-like - Close,Inside
Kepler-842 b,1738.0,15.363,Super Earth,2016,3.19,Earth,1.6,Earth,0.0204,0.003285421,0.0,Transit,5.104,0.3134052,10.1761,2.5600000000000005,0.00041616000000000005,Close,Super Earth - Close,Inside
Kepler-843 b,3802.0,15.354,Neptune-like,2016,7.22,Earth,0.231,Jupiter,0.0313,0.0057494864,0.0,Transit,1.66782,0.4805802,52.1284,0.053361000000000006,0.00097969,Close,Neptune-like - Close,Inside
Kepler-844 b,1408.0,15.986,Super Earth,2016,3.46,Earth,1.68,Earth,0.0298,0.007118412,0.0,Transit,5.812799999999999,0.4763828,11.9716,2.8223999999999996,0.00088804,Close,Super Earth - Close,Inside
Kepler-845 b,1406.0,14.903,Super Earth,2016,4.82,Earth,2.04,Earth,0.017,0.0024640656,0.0,Transit,9.8328,0.25335100000000005,23.232400000000002,4.1616,0.00028900000000000003,Close,Super Earth - Close,Inside
Kepler-846 b,3677.0,15.684,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.1399,0.054209445,0.0,Transit,1.48291,2.1941916,45.0241,0.048841,0.019572009999999997,Close,Neptune-like - Close,Inside
Kepler-847 b,1674.0,14.998,Super Earth,2016,1.76,Earth,1.18,Earth,0.0315,0.0062970566,0.0,Transit,2.0768,0.472437,3.0976,1.3923999999999999,0.00099225,Close,Super Earth - Close,Inside
Kepler-848 b,4497.0,14.194,Super Earth,2016,3.53,Earth,1.7,Earth,0.072,0.01889117,0.0,Transit,6.0009999999999994,1.021968,12.460899999999999,2.8899999999999997,0.005183999999999999,Close,Super Earth - Close,Inside
Kepler-849 b,2682.0,12.878,Gas Giant,2016,0.127,Jupiter,0.637,Jupiter,1.1088,1.0803559,0.0,Transit,0.080899,14.2791264,0.016129,0.405769,1.22943744,Close,Gas Giant - Close,On the Edge
Kepler-84 b,3340.0,14.92,Super Earth,2012,40.0,Earth,2.23,Earth,0.0827,0.023819301,0.0,Transit,89.2,1.233884,1600.0,4.9729,0.00683929,Close,Super Earth - Close,Inside
Kepler-84 c,3340.0,14.92,Super Earth,2012,20.2,Earth,0.211,Jupiter,0.1072,0.035318274,0.0,Transit,4.2622,1.599424,408.03999999999996,0.044521,0.011491840000000001,Close,Super Earth - Close,Inside
Kepler-84 d,3340.0,14.92,Super Earth,2014,2.48,Earth,1.38,Earth,0.052,0.011498973,0.0,Transit,3.4223999999999997,0.77584,6.1504,1.9043999999999996,0.002704,Close,Super Earth - Close,Inside
Kepler-84 e,3340.0,14.92,Neptune-like,2014,7.27,Earth,0.232,Jupiter,0.181,0.07501711,0.0,Transit,1.68664,2.70052,52.85289999999999,0.053824000000000004,0.032761,Close,Neptune-like - Close,Inside
Kepler-84 f,3340.0,14.92,Neptune-like,2014,5.48,Earth,2.2,Earth,0.25,0.12210814,0.0,Transit,12.056000000000003,3.73,30.030400000000004,4.840000000000001,0.0625,Close,Neptune-like - Close,Inside
Kepler-850 b,5419.0,15.611,Super Earth,2016,3.82,Earth,1.78,Earth,0.0744,0.019712524,0.0,Transit,6.7996,1.1614584,14.5924,3.1684,0.005535359999999999,Close,Super Earth - Close,Inside
Kepler-851 b,2738.0,15.172,Super Earth,2016,3.46,Earth,1.68,Earth,0.0802,0.023271732,0.0,Transit,5.812799999999999,1.2167944,11.9716,2.8223999999999996,0.006432039999999999,Close,Super Earth - Close,Inside
Kepler-852 b,5281.0,14.006,Neptune-like,2016,6.99,Earth,0.227,Jupiter,0.2654,0.122929506,0.0,Transit,1.5867300000000002,3.7171924000000005,48.8601,0.051529000000000005,0.07043716000000001,Close,Neptune-like - Close,Inside
Kepler-853 b,1855.0,12.339,Super Earth,2016,3.5,Earth,1.69,Earth,0.0779,0.019712524,0.0,Transit,5.915,0.9612081,12.25,2.8560999999999996,0.00606841,Close,Super Earth - Close,Inside
Kepler-855 b,4914.0,15.157,Gas Giant,2016,0.166,Jupiter,0.745,Jupiter,0.0762,0.02162902,0.0,Transit,0.12367,1.1549634,0.027556000000000004,0.555025,0.00580644,Close,Gas Giant - Close,Inside
Kepler-856 b,4408.0,15.594,Gas Giant,2016,0.199,Jupiter,0.83,Jupiter,0.0787,0.021902807,0.0,Transit,0.16517,1.2272478,0.039601000000000004,0.6889,0.006193690000000001,Close,Gas Giant - Close,Inside
Kepler-857 b,3208.0,15.167,Neptune-like,2016,37.2,Earth,0.607,Jupiter,0.3751,0.23381247,0.0,Transit,22.5804,5.6891416999999995,1383.8400000000001,0.36844899999999997,0.14070001,Close,Neptune-like - Close,Inside
Kepler-858 b,974.0,12.568,Neptune-like,2016,21.1,Earth,0.434,Jupiter,0.3403,0.20835043,0.0,Transit,9.1574,4.2768904,445.21000000000004,0.188356,0.11580409,Close,Neptune-like - Close,Inside
Kepler-859 b,2740.0,15.977,Neptune-like,2016,9.75,Earth,0.276,Jupiter,0.1345,0.055852156,0.0,Transit,2.6910000000000003,2.1489065000000003,95.0625,0.07617600000000001,0.018090250000000002,Close,Neptune-like - Close,Inside
Kepler-85 b,2496.0,14.89,Super Earth,2012,4.54,Earth,1.97,Earth,0.0766,0.022724163,0.0,Transit,8.9438,1.140574,20.6116,3.8809,0.00586756,Close,Super Earth - Close,Inside
Kepler-85 c,2496.0,14.89,Super Earth,2012,20.9,Earth,2.18,Earth,0.1007,0.034223136,0.0,Transit,45.562,1.499423,436.80999999999995,4.752400000000001,0.01014049,Close,Super Earth - Close,Inside
Kepler-85 d,2496.0,14.89,Super Earth,2014,1.87,Earth,1.2,Earth,0.13,0.049007528,0.0,Transit,2.244,1.9357000000000002,3.4969000000000006,1.44,0.016900000000000002,Close,Super Earth - Close,Inside
Kepler-85 e,2496.0,14.89,Super Earth,2014,0.6,Earth,1.27,Earth,0.163,0.068993844,0.0,Transit,0.762,2.42707,0.36,1.6129,0.026569000000000002,Close,Super Earth - Close,Inside
Kepler-860 b,3446.0,15.544,Neptune-like,2016,10.6,Earth,0.289,Jupiter,0.058,0.013963039,0.0,Transit,3.0633999999999997,0.901552,112.36,0.08352099999999998,0.0033640000000000002,Close,Neptune-like - Close,Inside
Kepler-861 b,2774.0,15.993,Neptune-like,2016,5.82,Earth,0.203,Jupiter,0.0463,0.010677618,0.0,Transit,1.1814600000000002,0.7404759000000001,33.872400000000006,0.041209,0.00214369,Close,Neptune-like - Close,Inside
Kepler-862 b,3389.0,15.601,Neptune-like,2016,5.52,Earth,2.21,Earth,0.039,0.008487337,0.0,Transit,12.1992,0.6084390000000001,30.470399999999994,4.8841,0.001521,Close,Neptune-like - Close,Inside
Kepler-863 b,4892.0,15.567,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.122,0.042710472,0.0,Transit,2.26625,1.899174,76.5625,0.067081,0.014884,Close,Neptune-like - Close,Inside
Kepler-864 b,6599.0,15.898,Neptune-like,2016,6.35,Earth,0.214,Jupiter,0.0687,0.015879534,0.0,Transit,1.3589,1.0921926,40.3225,0.045795999999999996,0.0047196899999999995,Close,Neptune-like - Close,Inside
Kepler-865 b,1912.0,14.635,Neptune-like,2016,6.76,Earth,0.222,Jupiter,0.1057,0.03887748,0.0,Transit,1.50072,1.5469195,45.697599999999994,0.049284,0.01117249,Close,Neptune-like - Close,Inside
Kepler-866 b,2109.0,16.124,Super Earth,2016,3.29,Earth,1.63,Earth,0.0331,0.007118412,0.0,Transit,5.362699999999999,0.5337044,10.8241,2.6569,0.00109561,Close,Super Earth - Close,Inside
Kepler-867 b,3900.0,15.098,Neptune-like,2016,19.4,Earth,0.414,Jupiter,0.5375,0.41122517,0.0,Transit,8.0316,8.115175,376.35999999999996,0.171396,0.28890625,Close,Neptune-like - Close,Inside
Kepler-868 b,5197.0,15.872,Super Earth,2016,4.86,Earth,2.05,Earth,0.0575,0.0136892535,0.0,Transit,9.963,0.91264,23.619600000000002,4.2025,0.00330625,Close,Super Earth - Close,Inside
Kepler-869 b,3065.0,15.122,Neptune-like,2016,12.7,Earth,0.322,Jupiter,0.2244,0.110609174,0.0,Transit,4.0893999999999995,3.3933768,161.29,0.10368400000000001,0.050355359999999995,Close,Neptune-like - Close,Inside
Kepler-870 b,4108.0,15.326,Neptune-like,2016,8.15,Earth,0.248,Jupiter,0.1539,0.058590006,0.0,Transit,2.0212,2.3586714000000004,66.4225,0.061503999999999996,0.02368521,Close,Neptune-like - Close,Inside
Kepler-871 b,6446.0,15.882,Neptune-like,2016,13.5,Earth,0.334,Jupiter,0.1572,0.060232718,0.0,Transit,4.509,2.4966504,182.25,0.11155600000000002,0.024711840000000002,Close,Neptune-like - Close,Inside
Kepler-872 b,2870.0,15.242,Super Earth,2016,4.62,Earth,1.99,Earth,0.0362,0.007118412,0.0,Transit,9.1938,0.5517604,21.3444,3.9601,0.0013104400000000002,Close,Super Earth - Close,Inside
Kepler-873 b,3856.0,15.052,Neptune-like,2016,13.5,Earth,0.335,Jupiter,0.1542,0.05639973,0.0,Transit,4.5225,2.3210184,182.25,0.11222500000000002,0.023777640000000003,Close,Neptune-like - Close,Inside
Kepler-874 b,3530.0,14.822,Neptune-like,2016,14.7,Earth,0.352,Jupiter,0.2234,0.109787814,0.0,Transit,5.1743999999999994,3.3112348,216.08999999999997,0.12390399999999999,0.04990756,Close,Neptune-like - Close,Inside
Kepler-875 b,4053.0,15.357,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.1771,0.075290896,0.0,Transit,2.26625,2.7197247,76.5625,0.067081,0.03136441,Close,Neptune-like - Close,Inside
Kepler-876 b,2678.0,15.647,Super Earth,2016,2.63,Earth,1.43,Earth,0.0549,0.013963039,0.0,Transit,3.7608999999999995,0.8590203,6.916899999999999,2.0448999999999997,0.0030140099999999997,Close,Super Earth - Close,Inside
Kepler-877 b,1964.0,14.74,Neptune-like,2016,5.14,Earth,2.12,Earth,0.1301,0.05065024,0.0,Transit,10.8968,1.9176739999999999,26.419599999999996,4.494400000000001,0.01692601,Close,Neptune-like - Close,Inside
Kepler-878 b,2582.0,14.967,Super Earth,2016,4.38,Earth,1.93,Earth,0.165,0.070910335,0.0,Transit,8.4534,2.469555,19.1844,3.7249,0.027225000000000003,Close,Super Earth - Close,Inside
Kepler-879 b,2618.0,14.429,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.2012,0.091444224,0.0,Transit,1.63277,2.9031148,50.8369,0.052441,0.040481439999999994,Close,Neptune-like - Close,Inside
Kepler-87 b,4022.0,14.681,Gas Giant,2013,1.02,Jupiter,1.204,Jupiter,0.481,0.31403148,0.04,Transit,1.22808,7.061560999999999,1.0404,1.4496159999999998,0.23136099999999998,Close,Gas Giant - Close,Inside
Kepler-87 c,4022.0,14.681,Neptune-like,2013,6.4,Earth,0.548,Jupiter,0.676,0.5234771,0.04,Transit,3.5072000000000005,9.924356,40.96000000000001,0.30030400000000007,0.45697600000000005,Close,Neptune-like - Close,Inside
Kepler-880 b,1962.0,11.845,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0915,0.021081451,0.0,Transit,1.7917199999999998,1.0838175,57.1536,0.056169,0.00837225,Close,Neptune-like - Close,Inside
Kepler-881 b,4486.0,15.281,Super Earth,2016,3.82,Earth,1.78,Earth,0.0552,0.012046544,0.0,Transit,6.7996,0.8435112,14.5924,3.1684,0.00304704,Close,Super Earth - Close,Inside
Kepler-882 b,1646.0,14.188,Super Earth,2016,2.04,Earth,1.23,Earth,0.0449,0.0109514035,0.0,Transit,2.5092,0.6370412000000001,4.1616,1.5129,0.0020160100000000004,Close,Super Earth - Close,Inside
Kepler-883 b,2047.0,13.169,Super Earth,2016,3.82,Earth,1.78,Earth,0.1055,0.03559206,0.0,Transit,6.7996,1.3893295,14.5924,3.1684,0.01113025,Close,Super Earth - Close,Inside
Kepler-884 b,1555.0,13.164,Super Earth,2016,2.04,Earth,1.23,Earth,0.0622,0.015605749,0.0,Transit,2.5092,0.8188008,4.1616,1.5129,0.0038688399999999997,Close,Super Earth - Close,Inside
Kepler-885 b,2125.0,12.948,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.1432,0.0495551,0.0,Transit,1.5164,1.8541536,46.239999999999995,0.049729,0.02050624,Close,Neptune-like - Close,Inside
Kepler-886 b,2320.0,14.054,Super Earth,2016,2.92,Earth,1.52,Earth,0.067,0.016974675,0.0,Transit,4.4384,0.9416180000000001,8.526399999999999,2.3104,0.004489000000000001,Close,Super Earth - Close,Inside
Kepler-887 b,2892.0,13.52,Super Earth,2016,4.04,Earth,1.84,Earth,0.1536,0.055852156,0.0,Transit,7.4336,2.076672,16.3216,3.3856,0.023592959999999996,Close,Super Earth - Close,Inside
Kepler-887 c,2892.0,13.52,Super Earth,2016,1.51,Earth,1.13,Earth,0.0797,0.020807665,0.0,Transit,1.7063,1.0775439999999998,2.2801,1.2768999999999997,0.006352089999999999,Close,Super Earth - Close,Inside
Kepler-888 b,1373.0,13.061,Super Earth,2016,3.75,Earth,1.76,Earth,0.328,0.19356604,0.0,Transit,6.6,4.284008,14.0625,3.0976,0.10758400000000001,Close,Super Earth - Close,Inside
Kepler-889 b,1952.0,12.998,Super Earth,2016,1.32,Earth,1.09,Earth,0.0492,0.010130048,0.0,Transit,1.4388,0.6395016,1.7424000000000002,1.1881000000000002,0.00242064,Close,Super Earth - Close,Inside
Kepler-88 d,1229.0,13.209,Gas Giant,2020,3.05046,Jupiter,1.17,Jupiter,,3.8,0.41,Radial Velocity,3.5690382,,9.305306211600001,1.3688999999999998,,nan,Gas Giant - nan,
Kepler-890 b,5585.0,15.235,Gas Giant,2016,0.184,Jupiter,0.793,Jupiter,0.2944,0.14455852,0.0,Transit,0.14591200000000001,4.485183999999999,0.033856,0.6288490000000001,0.08667136,Close,Gas Giant - Close,Inside
Kepler-891 b,7635.0,15.386,Neptune-like,2016,33.6,Earth,0.572,Jupiter,0.2881,0.14620124,0.0,Transit,19.2192,4.4327066,1128.96,0.3271839999999999,0.08300161000000002,Close,Neptune-like - Close,Inside
Kepler-892 b,1862.0,15.967,Neptune-like,2016,8.3,Earth,0.251,Jupiter,0.1015,0.03778234,0.0,Transit,2.0833000000000004,1.6206505000000002,68.89000000000001,0.063001,0.01030225,Close,Neptune-like - Close,Inside
Kepler-893 b,4194.0,15.347,Neptune-like,2016,9.43,Earth,0.27,Jupiter,0.0699,0.017248461,0.0,Transit,2.5461,1.0727553,88.9249,0.0729,0.0048860100000000005,Close,Neptune-like - Close,Inside
Kepler-894 b,3793.0,15.686,Neptune-like,2016,8.15,Earth,0.248,Jupiter,0.0916,0.026830938,0.0,Transit,2.0212,1.4368376,66.4225,0.061503999999999996,0.00839056,Close,Neptune-like - Close,Inside
Kepler-895 b,1762.0,16.21,Super Earth,2016,2.99,Earth,1.54,Earth,0.0328,0.007665982,0.0,Transit,4.6046000000000005,0.531688,8.940100000000001,2.3716,0.0010758400000000002,Close,Super Earth - Close,Inside
Kepler-896 b,7617.0,15.457,Neptune-like,2016,6.94,Earth,0.226,Jupiter,0.5164,0.39561945,0.0,Transit,1.56844,7.9819948,48.1636,0.051076,0.26666895999999995,Close,Neptune-like - Close,Inside
Kepler-897 b,4956.0,15.177,Neptune-like,2016,6.3,Earth,0.213,Jupiter,0.077,0.021902807,0.0,Transit,1.3418999999999999,1.168629,39.69,0.045369,0.005929,Close,Neptune-like - Close,Inside
Kepler-898 b,1582.0,16.695,Super Earth,2016,2.83,Earth,1.49,Earth,0.0545,0.01615332,0.0,Transit,4.2167,0.9098775,8.0089,2.2201,0.00297025,Close,Super Earth - Close,Inside
Kepler-899 b,4066.0,15.713,Neptune-like,2016,7.65,Earth,0.239,Jupiter,0.1392,0.052566737,0.0,Transit,1.82835,2.1872496,58.52250000000001,0.057121,0.019376639999999997,Close,Neptune-like - Close,Inside
Kepler-8 b,3333.0,13.598,Gas Giant,2010,0.59,Jupiter,1.416,Jupiter,0.0474,0.009582478,0.0,Transit,0.83544,0.6445452,0.34809999999999997,2.0050559999999997,0.00224676,Close,Gas Giant - Close,Inside
Kepler-900 b,1590.0,15.19,Super Earth,2016,4.98,Earth,2.08,Earth,0.0679,0.019164955,0.0,Transit,10.358400000000001,1.031401,24.800400000000003,4.3264000000000005,0.0046104100000000005,Close,Super Earth - Close,Inside
Kepler-901 b,828.0,15.85,Super Earth,2016,2.45,Earth,1.37,Earth,0.0378,0.009582478,0.0,Transit,3.3565000000000005,0.5991299999999999,6.002500000000001,1.8769000000000002,0.00142884,Close,Super Earth - Close,Inside
Kepler-902 b,3801.0,14.992,Neptune-like,2016,6.99,Earth,0.227,Jupiter,0.223,0.109787814,0.0,Transit,1.5867300000000002,3.3432160000000004,48.8601,0.051529000000000005,0.049729,Close,Neptune-like - Close,Inside
Kepler-903 b,4466.0,14.856,Super Earth,2016,4.7,Earth,2.01,Earth,0.0907,0.028473647,0.0,Transit,9.447,1.3474392,22.090000000000003,4.040099999999999,0.008226490000000001,Close,Super Earth - Close,Inside
Kepler-903 c,4466.0,14.856,Neptune-like,2016,6.94,Earth,0.226,Jupiter,0.302,0.17221081,0.0,Transit,1.56844,4.486511999999999,48.1636,0.051076,0.091204,Close,Neptune-like - Close,Inside
