name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,mass_multiplier_squared,radius_multiplier_squared,orbital_radius_squared,orbital_radius_bin,expanded_planet_type,habitable_zone,planet_surface_temperature,geological_activity_potential,atmospheric_pressure,potential_for_liquid_water,biosignature_potential,radiation_exposure,approximated_mass,approximated_radius,planet_gravity,climate_stability,atmospheric_retention_potential,possibility_of_moon,planetary_composition_hypothesis,atmospheric_density,normalized_stellar_magnitude,normalized_orbital_radius,energy_receipt_score,planetary_energy_receipt,planetary_composition_hypothesis_v2,planetary_composition_hypothesis_v3,planetary_composition_hypothesis_v4,planetary_composition_hypothesis_v5,combined_planetary_composition_hypothesis
BD-08 2823 c,135.0,9.86,Gas Giant,2009,0.33,1.898e+27,1.11,71492.0,0.68,0.65051335,0.19,Radial Velocity,0.3663,6.7048000000000005,0.10890000000000001,1.2321000000000002,0.4624000000000001,0.5-1,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,6.2634e+26,79356.12000000001,6637973.27127695,Low,,Medium,Unknown,Low,0.20549636471717955,0.9999099919536324,1.205406356670812,Low,Unknown,Unknown,Jungle World,Mirror World,Jungle World
BD-10 3166 b,275.0,10.013,Gas Giant,2000,0.59,1.898e+27,1.26,71492.0,0.04,0.009582478,0.02,Radial Velocity,0.7434,0.40052,0.34809999999999997,1.5876000000000001,0.0016,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,1.11982e+27,90079.92,9210398.871268991,Unknown,,Medium,Unknown,Low,0.20899446705382047,0.9999952571248509,1.2089897241786713,Low,Unknown,Unknown,Jungle World,Mirror World,Jungle World
BD-11 4672 b,89.0,10.03,Gas Giant,2014,0.65,1.898e+27,1.25,71492.0,2.36,4.5,0.05,Radial Velocity,0.8125,23.6708,0.42250000000000004,1.5625,5.569599999999999,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.2336999999999999e+27,89365.0,10310051.808778116,Low,,Medium,Unknown,Low,0.20938314509122502,0.9996861708791835,1.2090693159704085,Low,Unknown,Unknown,Jungle World,Mirror World,Jungle World
BD-11 4672 c,89.0,10.03,Neptune-like,2020,15.37,5.972e+24,0.36,71492.0,0.3,0.20314851,0.4,Radial Velocity,5.5332,3.009,236.23689999999996,0.1296,0.09,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,9.178964e+25,25737.12,9248258.790667066,Low,,Medium,Unknown,Unknown,0.20938314509122502,0.9999606181490435,1.2093437632402684,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
BD-13 2130 b,3018.0,10.038,Gas Giant,2007,9.78,1.898e+27,1.11,71492.0,1.66,2.0,0.21,Radial Velocity,10.8558,16.66308,95.64839999999998,1.2321000000000002,2.7556,1-2,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,1.856244e+28,79356.12000000001,196725389.67602596,Unknown,,High,Unknown,Medium,0.20956605240294482,0.9997794296602039,1.2093454820631488,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
BD+14 4559 b,161.0,9.78,Gas Giant,2009,1.04,1.898e+27,1.23,71492.0,0.78,0.7362081,0.29,Radial Velocity,1.2792,7.6284,1.0816000000000001,1.5129,0.6084,0.5-1,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,1.97392e+27,87935.16,17036902.32133339,Unknown,,High,Unknown,Medium,0.2036672915999817,0.9998966692706295,1.2035639608706112,Low,Unknown,Unknown,Volcanic World,Mirror World,Volcanic World
BD+15 2375 b,2505.0,10.41,Gas Giant,2016,1.061,1.898e+27,1.23,71492.0,0.576,0.41943872,0.0,Radial Velocity,1.30503,5.99616,1.125721,1.5129,0.33177599999999996,0.5-1,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,2.013778e+27,87935.16,17380916.695129547,Unknown,,High,Unknown,Medium,0.21807124239791487,0.9999238475439554,1.2179950899418701,Low,Unknown,Unknown,Tidally Locked World,Mirror World,Tidally Locked World
BD+15 2940 b,1391.0,9.01,Gas Giant,2013,1.11,1.898e+27,1.23,71492.0,0.539,0.37645447,0.26,Radial Velocity,1.3653000000000002,4.85639,1.2321000000000002,1.5129,0.29052100000000003,0.5-1,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,2.10678e+27,87935.16,18183616.900653902,Unknown,,High,Unknown,Medium,0.1860624628469523,0.9999287769366665,1.1859912397836188,Very Low,Unknown,Unknown,Plateau World,Shadow World,Plateau World
BD-17 63 b,112.0,9.62,Gas Giant,2008,5.1,1.898e+27,1.15,71492.0,1.34,1.8,0.54,Radial Velocity,5.864999999999999,12.8908,26.009999999999998,1.3224999999999998,1.7956000000000003,1-2,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,9.6798e+27,82215.79999999999,95574495.10100406,Unknown,,High,Unknown,Medium,0.20000914536558598,0.9998220622458132,1.199831207611399,Very Low,Unknown,Unknown,Iron World,Shadow World,Iron World
BD+20 2457 b,5023.0,9.743,Gas Giant,2009,55.59,1.898e+27,1.03,71492.0,1.05,1.0392882,0.15,Radial Velocity,57.25770000000001,10.23015,3090.2481000000002,1.0609,1.1025,1-2,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,1.0550982e+29,73636.76,1298642888.58964,Unknown,,High,Unknown,Medium,0.20282134528327772,0.9998606980265217,1.2026820433097993,Very Low,Unknown,Unknown,Iron World,Shadow World,Iron World
BD+20 2457 c,5023.0,9.743,Gas Giant,2009,12.47,1.898e+27,1.1,71492.0,2.01,1.7,0.18,Radial Velocity,13.717000000000002,19.58343,155.50090000000003,1.2100000000000002,4.040099999999999,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,2.366806e+28,78641.20000000001,255416294.61113927,Low,,High,Unknown,Medium,0.20282134528327772,0.9997328002696937,1.2025541455529714,Very Low,Unknown,Unknown,Iron World,Shadow World,Iron World
BD+20 274 b,4314.0,9.367,Gas Giant,2012,4.2,1.898e+27,1.16,71492.0,1.3,1.6,0.21,Radial Velocity,4.872,12.1771,17.64,1.3456,1.6900000000000002,1-2,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,7.971599999999999e+27,82930.72,77357215.53451294,Unknown,,High,Unknown,Medium,0.1942247016324478,0.9998273913190143,1.1940520929514622,Very Low,Unknown,Unknown,Titanium World,Shadow World,Titanium World
BD+20 594 b,585.0,10.849,Neptune-like,2016,22.2481,5.972e+24,0.23,71492.0,0.241,0.11416838,0.0,Transit,5.117063000000001,2.614609,494.97795361000004,0.0529,0.058080999999999994,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,1.328656532e+26,16443.16,32796565.323806025,Low,,Medium,Unknown,Medium,0.22810828112853812,0.9999684785320151,1.2280767596605533,Low,Unknown,Unknown,Methane World,Mirror World,Methane World
BD+45 564 b,175.0,9.67,Gas Giant,2021,1.36,1.898e+27,1.21,71492.0,0.83,0.84298426,0.12,Radial Velocity,1.6456000000000002,8.0261,1.8496000000000004,1.4641,0.6889,0.5-1,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,2.5812800000000003e+27,86505.31999999999,23021609.59334797,Unknown,,High,Unknown,Medium,0.20115231606383466,0.999890007929128,1.2010423239929626,Very Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
BD+48 738 b,2843.0,9.139,Gas Giant,2011,0.91,1.898e+27,1.24,71492.0,1.0,1.0748802,0.2,Radial Velocity,1.1284,9.139,0.8281000000000001,1.5376,1.0,0.5-1,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,1.72718e+27,88650.08,14667818.894187128,Unknown,,High,Unknown,Medium,0.18901184324843384,0.9998673593680231,1.188879202616457,Very Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
BD+48 740 b,2174.0,8.69,Gas Giant,2018,1.7,1.898e+27,1.2,71492.0,1.7,2.0,0.76,Radial Velocity,2.04,14.772999999999998,2.8899999999999997,1.44,2.8899999999999997,1-2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,3.2266e+27,85790.4,29258627.26182358,Low,,High,Unknown,Medium,0.17874617037816087,0.9997741005870028,1.1785202709651637,Very Low,Unknown,Unknown,Magnetic World,Shadow World,Magnetic World
BD+49 828 b,1442.0,9.381,Gas Giant,2015,1.6,1.898e+27,1.21,71492.0,4.2,7.1,0.35,Radial Velocity,1.936,39.400200000000005,2.5600000000000005,1.4641,17.64,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,3.0367999999999995e+27,86505.31999999999,27084246.580409378,Low,,High,Unknown,Medium,0.1945447894279574,0.9994410335119301,1.1939858229398874,Very Low,Unknown,Unknown,Plateau World,Shadow World,Plateau World
BD+55 362 b,171.0,9.38,Gas Giant,2021,0.72,1.898e+27,1.25,71492.0,0.78,0.7271732,0.27,Radial Velocity,0.8999999999999999,7.316400000000001,0.5184,1.5625,0.6084,0.5-1,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,1.36656e+27,89365.0,11420365.08049268,Unknown,,Medium,Unknown,Low,0.19452192601399243,0.9998966692706295,1.1944185952846218,Very Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
BD+60 1417 b,147.0,9.374,Gas Giant,2021,15.0,1.898e+27,1.31,71492.0,1662.0,67794.6,0.0,Direct Imaging,19.65,15579.588000000002,225.0,1.7161000000000002,2762244.0,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,2.847e+28,93654.52,216628795.40661255,Low,,High,Unknown,Medium,0.19438474553020257,0.7785775946897704,0.972962340219973,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
BD+63 1405 b,124.0,8.96,Gas Giant,2021,3.96,1.898e+27,1.16,71492.0,2.06,3.3,0.88,Radial Velocity,4.5936,18.457600000000003,15.6816,1.3456,4.2436,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,7.51608e+27,82930.72,72936803.21825504,Low,,High,Unknown,Medium,0.18491929214870367,0.9997261389281923,1.184645431076896,Very Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
Beta Cancri b,290.0,3.51012,Gas Giant,2014,7.8,1.898e+27,1.12,71492.0,1.7,1.7,0.08,Radial Velocity,8.736,5.967204,60.839999999999996,1.2544000000000002,2.8899999999999997,1-2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.48044e+28,80071.04000000001,154108315.85984504,Low,,High,Unknown,Medium,0.060316429649275236,0.9997741005870028,1.060090530236278,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
Beta Pictoris b,64.0,3.85,Gas Giant,2008,11.73313,1.898e+27,1.65,71492.0,10.019926,23.6,0.11,Direct Imaging,19.3596645,38.5767151,137.66633959689997,2.7224999999999997,100.398917045476,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,2.226948074e+28,117961.8,106810392.54355513,Low,,High,Unknown,Medium,0.06808724678769035,0.9986656632199464,1.0667529100076367,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
Beta Pictoris c,64.0,3.85,Gas Giant,2019,10.14112,1.898e+27,1.11,71492.0,2.680483,3.3,0.31,Radial Velocity,11.256643200000005,10.31985955,102.84231485440002,1.2321000000000002,7.184989113289001,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.924784576e+28,79356.12000000001,203989343.9418549,Low,,High,Unknown,Medium,0.06808724678769035,0.9996434739450154,1.0677307207327058,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
Beta Ursae Minoris b,126.0,2.0569,Gas Giant,2014,6.1,1.898e+27,1.14,71492.0,1.4,1.4,0.19,Radial Velocity,6.953999999999999,2.87966,37.209999999999994,1.2995999999999999,1.9599999999999997,1-2,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,1.15778e+28,81500.87999999999,116328907.47734974,Unknown,,High,Unknown,Medium,0.02709085920709681,0.9998140686360114,1.0269049278431082,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
CD Ceti b,28.0,13.95,Super Earth,2020,3.95,5.972e+24,1.82,6371.0,0.0185,0.0062970566,0.0,Radial Velocity,7.189000000000001,0.258075,15.602500000000001,3.3124000000000002,0.00034224999999999994,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,2.3589400000000003e+25,11595.22,11709682.2635017,Low,,Medium,Unknown,Medium,0.29900772783392016,0.9999981215016965,1.2990058493356167,Moderate,Unknown,Unknown,Titanium World,Dyson Sphere,Titanium World
CFBDSIR J145829+101343 b,75.0,13.543,Gas Giant,2011,10.5,1.898e+27,1.11,71492.0,2.6,27.5,0.0,Direct Imaging,11.655,0.0720863,110.25,1.2321000000000002,6.760000000000001,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.9929e+28,79356.12000000001,211208240.44972116,Low,,High,Unknown,Medium,0.289702318350176,0.9996541964399766,1.29175026758669,Extremely Low,Unknown,Unknown,Iron World,Eldritch World,Iron World
CFHTWIR-Oph 98 b,1371.0,13.543,Gas Giant,2021,7.8,1.898e+27,1.86,71492.0,200.0,22027.4,0.0,Direct Imaging,14.508,0.0720863,60.839999999999996,3.4596000000000005,40000.0,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.48044e+28,132975.12,55877405.311189055,Low,,High,Unknown,Medium,0.289702318350176,0.9733552201922421,1.29175026758669,Extremely Low,Unknown,Unknown,Unknown,Maelstrom World,Maelstrom World
CHXR 73 b,621.0,13.543,Gas Giant,2006,12.569,1.898e+27,1.1,71492.0,210.0,5146.9,0.0,Direct Imaging,13.825900000000004,0.0720863,157.97976100000002,1.2100000000000002,44100.0,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,2.3855962e+28,78641.20000000001,257444058.2973063,Low,,High,Unknown,Medium,0.289702318350176,0.9720229518919515,1.29175026758669,Extremely Low,Unknown,Unknown,Iron World,Fragmented World,Iron World
CI Tauri b,515.0,13.642,Gas Giant,2019,11.6,1.898e+27,1.11,71492.0,0.1028,0.024640657,0.25,Radial Velocity,12.876,0.0720863,134.56,1.2321000000000002,0.01056784,<0.5,Gas Giant - nan,No,Unknown,,Low,,Medium,Low,2.20168e+28,79356.12000000001,233334818.02064428,Unknown,,High,Unknown,Medium,0.2919657963327084,0.9999868904799252,1.29175026758669,Extremely Low,Unknown,Unknown,Iron World,Unknown,Iron World
COCONUTS-2 b,36.0,11.298,Gas Giant,2021,6.3,1.898e+27,1.11,71492.0,7506.0,1101369.9,0.0,Direct Imaging,6.993,84802.788,39.69,1.2321000000000002,56340036.0,>2,Gas Giant - Far,No,Cold,,Low,,Medium,Low,1.19574e+28,79356.12000000001,126724944.26983269,Low,,High,Unknown,Medium,0.23837395399881112,0.0,0.23837395399881112,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
CoRoT-10 b,1104.0,15.293,Gas Giant,2010,2.75,1.898e+27,0.97,71492.0,0.1055,0.03613963,0.53,Transit,2.6675,1.6134114999999998,7.5625,0.9409,0.01113025,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,5.2195e+27,69347.24,72436380.65983218,Low,,High,Unknown,Medium,0.32971329278887923,0.9999865307674841,1.3296998235563633,Somewhat High,Unknown,Unknown,Tidally Locked World,Arcane World,Tidally Locked World
CoRoT-11 b,2137.0,12.897,Gas Giant,2010,2.33,1.898e+27,1.43,71492.0,0.0436,0.008213553,0.0,Transit,3.3319,0.5623092,5.4289000000000005,2.0448999999999997,0.00190096,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,4.42234e+27,102233.56,28239133.278161302,Unknown,,High,Unknown,Medium,0.27493255292880336,0.9999947775082628,1.274927330437066,Moderately Low,Unknown,Unknown,Tidally Locked World,Arcane World,Tidally Locked World
CoRoT-12 b,3674.0,15.588,Gas Giant,2010,0.917,1.898e+27,1.44,71492.0,0.04016,0.007665982,0.07,Transit,1.32048,0.62601408,0.8408890000000001,2.0736,0.0016128256,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,1.740466e+27,102948.48,10960033.169563817,Low,,Medium,Unknown,Low,0.33645799990854636,0.9999952358085582,1.3364532357171046,High,Unknown,Unknown,Unknown,Unknown,Rocky
CoRoT-13 b,3748.0,15.005,Gas Giant,2010,1.308,1.898e+27,0.885,71492.0,0.051,0.0109514035,0.0,Transit,1.15758,0.765255,1.7108640000000002,0.7832250000000001,0.0026009999999999996,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,2.482584e+27,63270.42,41389360.821633,Low,,High,Unknown,Medium,0.323128629566967,0.9999937916297207,1.3231224211966877,Somewhat High,Unknown,Unknown,Unknown,Unknown,Rocky
CoRoT-14 b,5691.0,15.932,Gas Giant,2010,7.6,1.898e+27,1.09,71492.0,0.027,0.0041067763,0.0,Transit,8.284,0.430164,57.76,1.1881000000000002,0.0007289999999999999,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,1.44248e+28,77926.28,158536079.23347571,Low,,High,Unknown,Medium,0.3443230143124972,0.9999969890736413,1.3443200033861384,Extremely High,Unknown,Unknown,Lava World,Dyson Sphere,Lava World
CoRoT-16 b,2389.0,16.052,Gas Giant,2011,0.535,1.898e+27,1.17,71492.0,0.0618,0.014784395,0.33,Transit,0.62595,0.9920136,0.286225,1.3688999999999998,0.0038192400000000002,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,1.01543e+27,83645.64,9686113.986974897,Low,,Medium,Unknown,Low,0.3470666239882939,0.9999923527799564,1.3470589767682504,Extremely High,Unknown,Unknown,Lava World,Binary World,Lava World
CoRoT-17 b,3837.0,16.29,Gas Giant,2011,2.43,1.898e+27,1.02,71492.0,0.0461,0.010403832,0.0,Transit,2.4786,0.750969,5.9049000000000005,1.0404,0.00212521,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,4.61214e+27,72921.84,57885987.58089258,Low,,High,Unknown,Medium,0.35250811651195757,0.9999944444411878,1.3525025609531454,Extremely High,Unknown,Unknown,Lava World,Nexus World,Lava World
CoRoT-18 b,2495.0,14.868,Gas Giant,2011,3.47,1.898e+27,1.31,71492.0,0.0295,0.005201916,0.08,Transit,4.5457,0.438606,12.0409,1.7161000000000002,0.0008702499999999999,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,6.58606e+27,93654.52,50113461.337396376,Low,,High,Unknown,Medium,0.31999634185376563,0.9999966560065663,1.319992997860332,Somewhat High,Unknown,Unknown,Unknown,Unknown,Rocky
CoRoT-19 b,2579.0,14.135,Gas Giant,2011,1.11,1.898e+27,1.29,71492.0,0.0518,0.010677618,0.05,Transit,1.4319000000000002,0.732193,1.2321000000000002,1.6641000000000001,0.00268324,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,2.10678e+27,92224.68,16531454.845862204,Low,,High,Unknown,Medium,0.30323745941744024,0.9999936850482566,1.3032311444656968,Moderate,Unknown,Unknown,Unknown,Unknown,Rocky
CoRoT-1 b,2570.0,13.623,Gas Giant,2008,1.03,1.898e+27,1.49,71492.0,0.02752,0.0041067763,0.0,Transit,1.5347,0.3749049599999999,1.0609,2.2201,0.0007573504,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,1.95494e+27,106523.08,11498262.122463146,Low,,High,Unknown,Medium,0.2915313914673739,0.9999969197956897,1.2915283112630636,Moderately Low,Unknown,Unknown,Unknown,Unknown,Rocky
CoRoT-20 b,2753.0,14.63,Gas Giant,2011,4.3,1.898e+27,0.84,71492.0,0.09,0.025188226,0.59,Transit,3.612,1.3167,18.49,0.7055999999999999,0.0081,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,8.161399999999999e+27,60053.28,151034930.64326698,Low,,High,Unknown,Medium,0.31455484933010197,0.9999885957833495,1.3145434451134514,Moderately High,Unknown,Unknown,Iron World,Nexus World,Iron World
CoRoT-20 c,2753.0,14.63,Gas Giant,2018,17.0,1.898e+27,1.09,71492.0,2.9,4.6,0.6,Radial Velocity,18.53,42.427,289.0,1.1881000000000002,8.41,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,3.2266e+28,77926.28,354620177.2327746,Low,,High,Unknown,Medium,0.31455484933010197,0.9996142283909679,1.31416907772107,Moderately High,Unknown,Unknown,Iron World,Arcane World,Iron World
CoRoT-21 b,4563.0,16.058,Gas Giant,2012,2.26,1.898e+27,1.3,71492.0,0.0417,0.0073921974,0.0,Transit,2.938,0.6696186,5.107599999999999,1.6900000000000002,0.00173889,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,4.289479999999999e+27,92939.6,33142804.232815392,Low,,High,Unknown,Medium,0.34720380447208377,0.9999950306392399,1.3471988351113238,Extremely High,Unknown,Unknown,Lava World,Frozen Sun,Lava World
CoRoT-22 b,2046.0,13.82,Neptune-like,2014,12.2,5.972e+24,0.435,71492.0,0.092,0.026830938,0.08,Transit,5.307,1.27144,148.83999999999997,0.189225,0.008464,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,7.28584e+25,31099.02,5027735.529841833,Low,,Medium,Unknown,Unknown,0.2960354840184736,0.9999883293296895,1.2960238133481632,Moderate,Unknown,Unknown,Unknown,Unknown,Rocky
CoRoT-23 b,3461.0,15.675,Gas Giant,2011,2.8,1.898e+27,1.05,71492.0,0.048,0.009856262,0.16,Transit,2.94,0.7524000000000001,7.839999999999999,1.1025,0.002304,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,5.314399999999999e+27,75066.6,62942929.23551962,Low,,High,Unknown,Medium,0.33844711692349905,0.9999941913102107,1.3384413082337097,High,Unknown,Unknown,Tidally Locked World,Arcane World,Tidally Locked World
CoRoT-24 b,1930.0,15.383,Neptune-like,2014,5.7,5.972e+24,0.33,71492.0,0.056,0.013963039,0.0,Transit,1.881,0.861448,32.49,0.10890000000000001,0.0031360000000000003,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,3.40404e+25,23592.36,4081671.8279031967,Low,,Medium,Unknown,Unknown,0.3317710000457268,0.9999931254955705,1.3317641255412973,High,Unknown,Unknown,Unknown,Unknown,Rocky
CoRoT-24 c,1930.0,15.383,Neptune-like,2014,28.0,5.972e+24,0.44,71492.0,0.098,0.03230664,0.0,Transit,12.32,1.507534,784.0,0.1936,0.009604000000000001,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,1.67216e+26,31456.48,11278303.734995676,Low,,Medium,Unknown,Unknown,0.3317710000457268,0.9999875299687093,1.3317585300144361,High,Unknown,Unknown,Volcanic World,Temporal World,Volcanic World
CoRoT-25 b,3600.0,14.79,Gas Giant,2013,0.27,1.898e+27,1.08,71492.0,0.0578,0.013415469,0.0,Transit,0.2916,0.8548619999999999,0.0729,1.1664,0.00334084,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,5.1246e+26,77211.36,5736985.737612466,Low,,Medium,Unknown,Low,0.31821299556449767,0.9999928856872764,1.318205881251774,Moderately High,Unknown,Unknown,Methane World,Sky World,Methane World
CoRoT-26 b,3409.0,15.861,Gas Giant,2013,0.52,1.898e+27,1.26,71492.0,0.0526,0.011498973,0.0,Transit,0.6552,0.8342886,0.27040000000000003,1.5876000000000001,0.00276676,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,9.8696e+26,90079.92,8117639.683152333,Low,,Medium,Unknown,Low,0.3426997119209841,0.9999935784667926,1.3426932903877766,Extremely High,Unknown,Unknown,Lava World,Nexus World,Lava World
CoRoT-27 b,3296.0,15.774,Gas Giant,2014,10.39,1.898e+27,1.007,71492.0,0.0476,0.009856262,0.065,Transit,10.46273,0.7508424,107.95210000000002,1.0140489999999998,0.0022657600000000003,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,1.972022e+28,71992.44399999999,253935911.8105616,Low,,High,Unknown,Medium,0.34071059490603134,0.9999942446009428,1.340704839506974,High,Unknown,Unknown,Iron World,Unknown,Iron World
CoRoT-28 b,2499.0,13.783,Gas Giant,2015,0.484,1.898e+27,0.955,71492.0,0.0603,0.014236824,0.05,Transit,0.4622199999999999,0.8311149,0.234256,0.912025,0.00363609,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,9.18632e+26,68274.86,13152434.13180467,Low,,High,Unknown,Medium,0.29518953770176964,0.9999925526202014,1.295182090321971,Moderate,Unknown,Unknown,Jungle World,Garden World,Jungle World
CoRoT-29 b,2631.0,15.408,Gas Giant,2015,0.85,1.898e+27,0.9,71492.0,0.0386,0.007939767,0.08,Transit,0.765,0.5947488,0.7224999999999999,0.81,0.0014899600000000002,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,1.6133e+27,64342.8,26007668.677176517,Low,,High,Unknown,Medium,0.3323425853948512,0.999995443642413,1.3323380290372642,High,Unknown,Unknown,Magnetic World,Frozen Sun,Magnetic World
CoRoT-2 b,696.0,12.516,Gas Giant,2008,3.47,1.898e+27,1.466,71492.0,0.02798,0.0046543465,0.01,Transit,5.08702,0.35019768,12.0409,2.149156,0.0007828804,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,6.58606e+27,104807.272,40015574.02119992,Unknown,,High,Unknown,Medium,0.2662215922081485,0.9999968585113479,1.2662184507194965,Somewhat Low,Unknown,Unknown,Unknown,Unknown,Rocky
CoRoT-30 b,3367.0,15.571,Gas Giant,2020,2.9,1.898e+27,1.009,71492.0,0.0844,0.024914443,0.01,Transit,2.9260999999999995,1.3141924,8.41,1.0180809999999998,0.0071233600000000005,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,5.504199999999999e+27,72135.428,70596501.96871267,Low,,High,Unknown,Medium,0.3360693218711418,0.9999893418535977,1.3360586637247396,High,Unknown,Unknown,Unknown,Unknown,Rocky
