name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,mass_multiplier_squared,radius_multiplier_squared,orbital_radius_squared,orbital_radius_bin,expanded_planet_type,habitable_zone,planet_surface_temperature,geological_activity_potential,atmospheric_pressure,potential_for_liquid_water,biosignature_potential,radiation_exposure,approximated_mass,approximated_radius,planet_gravity,climate_stability,atmospheric_retention_potential,possibility_of_moon,planetary_composition_hypothesis,atmospheric_density,normalized_stellar_magnitude,normalized_orbital_radius,energy_receipt_score,planetary_energy_receipt,planetary_composition_hypothesis_v2,planetary_composition_hypothesis_v3,planetary_composition_hypothesis_v4,planetary_composition_hypothesis_v5,combined_planetary_composition_hypothesis
Kepler-211 c,1009.0,13.448,Super Earth,2014,18.3,5.972e+24,1.29,6371.0,0.062,0.016427105,0.0,Transit,23.607000000000003,0.8337760000000001,334.89000000000004,1.6641000000000001,0.0038439999999999998,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,1.092876e+26,8218.59,107984758.2480212,Low,,Medium,Unknown,Medium,0.2875302940235036,0.9999923261345903,1.2875226201580938,Moderately Low,Unknown,Unknown,Iron World,Unknown,Iron World
Kepler-212 b,2242.0,13.129,Super Earth,2014,1.32,5.972e+24,1.09,6371.0,0.133,0.044626966,0.0,Transit,1.4388,1.746157,1.7424000000000002,1.1881000000000002,0.017689000000000003,<0.5,Super Earth - Close,No,Hot,,Unknown,,Unknown,Low,7.883040000000001e+24,6944.39,10909672.824944926,Low,,Low,Unknown,Unknown,0.2802368649686771,0.9999828670296582,1.2802197319983353,Moderately Low,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-212 c,2242.0,13.129,Neptune-like,2014,7.95,5.972e+24,0.244,71492.0,0.207,0.087063655,0.0,Transit,1.9398,2.717703,63.2025,0.059536,0.042849,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,4.74774e+25,17444.048,10413065.111029187,Low,,Low,Unknown,Unknown,0.2802368649686771,0.9999730082442361,1.2802098732129132,Moderately Low,Unknown,Unknown,Magnetic World,Frozen Sun,Magnetic World
Kepler-213 b,2071.0,13.705,Super Earth,2014,3.26,5.972e+24,1.62,6371.0,0.036,0.0068446267,0.0,Transit,5.2812,0.49338,10.6276,2.6244000000000005,0.0012959999999999998,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,1.946872e+25,10321.02,12197711.639605252,Low,,Medium,Unknown,Medium,0.29340619141250174,0.9999957900321711,1.2934019814446729,Moderate,Unknown,Unknown,Unknown,Maelstrom World,Maelstrom World
Kepler-213 c,2071.0,13.705,Neptune-like,2014,6.08,5.972e+24,0.209,71492.0,0.057,0.013141684,0.0,Transit,1.27072,0.781185,36.9664,0.043681,0.003249,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,3.630976e+25,14941.828,10854307.353980802,Low,,Low,Unknown,Unknown,0.29340619141250174,0.9999929922687405,1.2933991836812422,Moderate,Unknown,Unknown,Unknown,Maelstrom World,Maelstrom World
Kepler-214 b,3942.0,14.057,Neptune-like,2014,7.32,5.972e+24,0.233,71492.0,0.13,0.04298426,0.0,Transit,1.7055600000000002,1.82741,53.58240000000001,0.054289000000000004,0.016900000000000002,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,4.371504e+25,16657.636000000002,10514541.682119628,Low,,Low,Unknown,Unknown,0.30145411312817233,0.9999832667101484,1.3014373798383208,Moderate,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-214 c,3942.0,14.057,Neptune-like,2014,5.18,5.972e+24,2.13,6371.0,0.194,0.0788501,0.0,Transit,11.0334,2.727058,26.832399999999996,4.536899999999999,0.037636,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,3.093496e+25,13570.23,11211438.632102683,Low,,Low,Unknown,Unknown,0.30145411312817233,0.9999747401930265,1.3014288533211988,Moderate,Unknown,Unknown,Titanium World,Dyson Sphere,Titanium World
Kepler-215 b,1585.0,13.678,Super Earth,2014,3.26,5.972e+24,1.62,6371.0,0.084,0.025735795,0.0,Transit,5.2812,1.1489520000000002,10.6276,2.6244000000000005,0.007056000000000001,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,1.946872e+25,10321.02,12197711.639605252,Low,,Medium,Unknown,Medium,0.29278887923544744,0.9999893951443297,1.292778274379777,Moderate,Unknown,Unknown,Unknown,Maelstrom World,Maelstrom World
Kepler-215 c,1585.0,13.678,Super Earth,2014,3.78,5.972e+24,1.77,6371.0,0.113,0.040246405,0.0,Transit,6.6906,1.545614,14.2884,3.1329000000000002,0.012769,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Low,2.257416e+25,11276.67,11847754.822702391,Low,,Medium,Unknown,Medium,0.29278887923544744,0.9999855315662588,1.2927744108017063,Moderate,Unknown,Unknown,Volcanic World,Temporal World,Volcanic World
Kepler-215 d,1585.0,13.678,Super Earth,2014,23.6,5.972e+24,0.213,71492.0,0.185,0.08459959,0.0,Transit,5.026800000000001,2.53043,556.96,0.045369,0.034225,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Low,1.4093920000000002e+26,15227.796,40564292.35274389,Low,,Medium,Unknown,Medium,0.29278887923544744,0.9999759392344968,1.2927648184699443,Moderate,Unknown,Unknown,Magnetic World,Frozen Sun,Magnetic World
Kepler-215 e,1585.0,13.678,Super Earth,2014,3.71,5.972e+24,1.75,6371.0,0.314,0.18672141,0.0,Transit,6.4925,4.294892,13.7641,3.0625,0.098596,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Low,2.215612e+25,11149.25,11895661.662611334,Low,,Medium,Unknown,Medium,0.29278887923544744,0.999958752973423,1.2927476322088705,Moderate,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-216 b,3874.0,14.054,Neptune-like,2014,6.12,5.972e+24,0.21,71492.0,0.079,0.021081451,0.0,Transit,1.2852,1.110266,37.4544,0.04409999999999999,0.006241,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,3.654864e+25,15013.32,10821910.569276318,Low,,Low,Unknown,Unknown,0.3013855228862774,0.9999900612784798,1.3013755841647572,Moderate,Unknown,Unknown,Tidally Locked World,Arcane World,Tidally Locked World
Kepler-216 c,3874.0,14.054,Neptune-like,2014,9.48,5.972e+24,0.271,71492.0,0.136,0.047638603,0.0,Transit,2.5690800000000005,1.911344,89.8704,0.073441,0.018496000000000002,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,5.661456e+25,19374.332,10066091.263415596,Low,,Medium,Unknown,Unknown,0.3013855228862774,0.9999824673491682,1.3013679902354456,Moderate,Unknown,Unknown,Storm World,Binary World,Storm World
Kepler-217 b,3603.0,13.155,Neptune-like,2014,5.6,5.972e+24,2.23,6371.0,0.065,0.014784395,0.0,Transit,12.488,0.855075,31.359999999999996,4.9729,0.0042250000000000005,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Medium,3.34432e+25,14207.33,11057809.20263214,Low,,Low,Unknown,Unknown,0.2808313137317664,0.9999919264541003,1.2808232401858666,Moderately Low,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-217 c,3603.0,13.155,Super Earth,2014,4.08,5.972e+24,1.85,6371.0,0.089,0.023545519,0.0,Transit,7.548000000000001,1.1707949999999998,16.6464,3.4225000000000003,0.007921,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,2.436576e+25,11786.35,11705972.44525613,Low,,Medium,Unknown,Medium,0.2808313137317664,0.9999887290101795,1.2808200427419458,Moderately Low,Unknown,Unknown,Methane World,Sky World,Methane World
Kepler-217 d,3603.0,13.155,Super Earth,2016,2.3,5.972e+24,1.32,6371.0,0.0505,0.010677618,0.0,Transit,3.036,0.6643275,5.289999999999999,1.7424000000000002,0.0025502500000000004,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,1.37356e+25,8409.720000000001,12961962.623666609,Low,,Medium,Unknown,Medium,0.2808313137317664,0.9999938582431357,1.280825171974902,Moderately Low,Unknown,Unknown,Magnetic World,Frozen Sun,Magnetic World
Kepler-218 b,2141.0,14.035,Super Earth,2014,2.79,5.972e+24,1.48,6371.0,0.046,0.009856262,0.0,Transit,4.1292,0.64561,7.7841000000000005,2.1904,0.002116,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,1.666188e+25,9429.08,12507530.301112363,Low,,Medium,Unknown,Medium,0.3009511180209429,0.9999944577638707,1.3009455757848136,Moderate,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-218 c,2141.0,14.035,Neptune-like,2014,10.0,5.972e+24,0.28,71492.0,0.248,0.12238193,0.0,Transit,2.8000000000000003,3.48068,100.0,0.07840000000000001,0.061503999999999996,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,5.972000000000001e+25,20017.76,9946608.97911426,Low,,Medium,Unknown,Unknown,0.3009511180209429,0.9999675459442049,1.3009186639651478,Moderate,Unknown,Unknown,Unknown,Maelstrom World,Maelstrom World
Kepler-218 d,2141.0,14.035,Neptune-like,2016,7.56,5.972e+24,0.237,71492.0,0.4865,0.34086242,0.0,Transit,1.7917199999999998,6.8280275,57.1536,0.056169,0.23668224999999998,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,4.514832e+25,16943.604,10495816.06999758,Low,,Low,Unknown,Unknown,0.3009511180209429,0.999935771345243,1.3008868893661858,Moderate,Unknown,Unknown,Radiation World,Nexus World,Radiation World
Kepler-219 b,2567.0,13.823,Neptune-like,2014,9.01,5.972e+24,0.263,71492.0,0.057,0.012594113,0.0,Transit,2.36963,0.787911,81.1801,0.06916900000000001,0.003249,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,5.380772e+25,18802.396,10157910.96748926,Low,,Medium,Unknown,Unknown,0.29610407426036855,0.9999929922687405,1.296097066529109,Moderate,Unknown,Unknown,Unknown,Maelstrom World,Maelstrom World
Kepler-219 c,2567.0,13.823,Neptune-like,2014,12.5,5.972e+24,0.319,71492.0,0.165,0.062149215,0.0,Transit,3.9875,2.2807950000000003,156.25,0.101761,0.027225000000000003,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,7.465e+25,22805.948,9578990.772036416,Low,,Medium,Unknown,Unknown,0.29610407426036855,0.9999786037710974,1.2960826780314658,Moderate,Unknown,Unknown,Jungle World,Garden World,Jungle World
Kepler-219 d,2567.0,13.823,Super Earth,2014,19.1,5.972e+24,0.251,71492.0,0.272,0.13114306,0.0,Transit,4.7941,3.759856000000001,364.81000000000006,0.063001,0.07398400000000001,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Low,1.140652e+26,17944.492,23641609.100942623,Low,,High,Unknown,Medium,0.29610407426036855,0.9999643485002843,1.2960684227606527,Moderate,Unknown,Unknown,Radiation World,Nexus World,Radiation World
Kepler-21 b,354.0,8.25,Super Earth,2012,5.08,5.972e+24,1.639,6371.0,0.042717,0.007665982,0.02,Transit,8.32612,0.3524152499999999,25.8064,2.686321,0.001824742089,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,3.033776e+25,10442.069,18569345.4828016,Low,,Medium,Unknown,Medium,0.16868626823357263,0.9999948951475538,1.1686811633811265,Very Low,Unknown,Unknown,Volcanic World,Shadow World,Volcanic World
Kepler-220 b,558.0,13.049,Terrestrial,2014,0.457,5.972e+24,0.81,6371.0,0.046,0.011498973,0.0,Transit,0.37017,0.600254,0.208849,0.6561000000000001,0.002116,<0.5,Terrestrial - Close,No,Hot,,Unknown,,Unknown,Medium,2.729204e+24,5160.51,6839698.428588467,Low,,Low,Unknown,Unknown,0.27840779185147924,0.9999944577638707,1.27840224961535,Moderately Low,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-220 c,558.0,13.049,Super Earth,2014,3.09,5.972e+24,1.57,6371.0,0.076,0.024640657,0.0,Transit,4.8513,0.991724,9.5481,2.4649,0.005776,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,1.845348e+25,10002.47,12309770.77423072,Low,,Medium,Unknown,Medium,0.27840779185147924,0.9999904609589699,1.2783982528104492,Moderately Low,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-220 d,558.0,13.049,Terrestrial,2014,0.904,5.972e+24,0.98,6371.0,0.163,0.07693361,0.0,Transit,0.88592,2.126987,0.817216,0.9603999999999999,0.026569000000000002,<0.5,Terrestrial - Close,No,Hot,,Unknown,,Unknown,Low,5.398688000000001e+24,6243.58,9242874.79973514,Low,,Low,Unknown,Unknown,0.27840779185147924,0.9999788702247574,1.2783866620762367,Moderately Low,Unknown,Unknown,Storm World,Binary World,Storm World
Kepler-220 e,558.0,13.049,Super Earth,2014,2.33,5.972e+24,1.33,6371.0,0.226,0.12566735,0.0,Transit,3.0989000000000004,2.949074,5.4289000000000005,1.7689000000000001,0.051076,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Low,1.391476e+25,8473.43,12934314.9055691,Low,,Medium,Unknown,Medium,0.27840779185147924,0.9999704769344656,1.2783782687859448,Moderately Low,Unknown,Unknown,Canyon World,Fragmented World,Canyon World
Kepler-221 b,1257.0,13.97,Super Earth,2014,3.57,5.972e+24,1.71,6371.0,0.037,0.007665982,0.0,Transit,6.104699999999999,0.51689,12.7449,2.9240999999999997,0.0013689999999999998,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,2.132004e+25,10894.41,11988553.52318764,Low,,Medium,Unknown,Medium,0.29946499611321964,0.9999956568053411,1.2994606529185608,Moderate,Unknown,Unknown,Unknown,Maelstrom World,Maelstrom World
Kepler-221 c,1257.0,13.97,Super Earth,2014,15.1,5.972e+24,0.261,71492.0,0.059,0.015605749,0.0,Transit,3.9411,0.82423,228.01,0.068121,0.0034809999999999997,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,9.01772e+25,18659.412,17285702.755148377,Low,,High,Unknown,Medium,0.29946499611321964,0.9999927258150804,1.2994577219283001,Moderate,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-221 d,1257.0,13.97,Neptune-like,2014,7.9,5.972e+24,0.244,71492.0,0.087,0.027378507,0.0,Transit,1.9276,1.21539,62.410000000000004,0.059536,0.007568999999999999,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,4.717880000000001e+25,17444.048,10347574.135488125,Low,,Low,Unknown,Unknown,0.29946499611321964,0.9999889954638396,1.2994539915770593,Moderate,Unknown,Unknown,Unknown,Nomad Planet,Nomad Planet
Kepler-221 e,1257.0,13.97,Neptune-like,2014,7.41,5.972e+24,0.235,71492.0,0.13,0.050376453,0.0,Transit,1.74135,1.8161,54.908100000000005,0.055224999999999996,0.016900000000000002,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,4.4252520000000005e+25,16800.62,10463418.39160264,Low,,Low,Unknown,Unknown,0.29946499611321964,0.9999832667101484,1.299448262823368,Moderate,Unknown,Unknown,Unknown,Maelstrom World,Maelstrom World
Kepler-222 b,2475.0,15.407,Neptune-like,2014,10.1,5.972e+24,0.282,71492.0,0.048,0.010677618,0.0,Transit,2.8482,0.739536,102.00999999999999,0.07952399999999998,0.002304,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,6.03172e+25,20160.744,9904082.860547556,Low,,Medium,Unknown,Unknown,0.3323197219808862,0.9999941913102107,1.332313913291097,High,Unknown,Unknown,Canyon World,Fragmented World,Canyon World
Kepler-222 c,2475.0,15.407,Neptune-like,2014,19.4,5.972e+24,0.414,71492.0,0.091,0.027652293,0.0,Transit,8.0316,1.402037,376.35999999999996,0.171396,0.008281,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,1.158568e+26,29597.688,8826573.77819414,Low,,Medium,Unknown,Unknown,0.3323197219808862,0.9999884625565195,1.3323081845374056,High,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-222 d,2475.0,15.407,Neptune-like,2014,13.2,5.972e+24,0.329,71492.0,0.18,0.07693361,0.0,Transit,4.3428,2.77326,174.23999999999998,0.108241,0.0324,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,7.88304e+25,23520.868,9509840.72607031,Low,,Medium,Unknown,Unknown,0.3323197219808862,0.9999766053686469,1.3322963273495332,High,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-223 b,6066.0,15.69,Neptune-like,2014,7.4,5.972e+24,0.267,71492.0,0.0756,0.020260096,0.08,Transit,1.9758,1.186164,54.760000000000005,0.071289,0.00571536,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,4.41928e+25,19088.364,8094691.558757914,Low,,Medium,Unknown,Unknown,0.33879006813297363,0.999990514249702,1.3387805823826757,High,Unknown,Unknown,Tidally Locked World,Arcane World,Tidally Locked World
Kepler-223 c,6066.0,15.69,Neptune-like,2014,5.1,5.972e+24,0.307,71492.0,0.0916,0.026830938,0.15,Transit,1.5657,1.437204,26.009999999999998,0.094249,0.00839056,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,3.04572e+25,21948.044,4219728.733683165,Low,,Medium,Unknown,Unknown,0.33879006813297363,0.9999883826204214,1.338778450753395,High,Unknown,Unknown,Plateau World,Eldritch World,Plateau World
Kepler-223 d,6066.0,15.69,Neptune-like,2014,8.0,5.972e+24,0.467,71492.0,0.1201,0.04052019,0.04,Transit,3.736,1.884369,64.0,0.21808900000000003,0.01442401,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,4.7776e+25,33386.764,2860535.4473175923,Low,,Medium,Unknown,Unknown,0.33879006813297363,0.9999845856557656,1.3387746537887393,High,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-223 e,6066.0,15.69,Neptune-like,2014,4.8,5.972e+24,0.41,71492.0,0.1455,0.053935662,0.05,Transit,1.968,2.282895,23.04,0.16809999999999997,0.021170249999999998,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,2.86656e+25,29311.72,2226714.985734848,Low,,Medium,Unknown,Unknown,0.33879006813297363,0.999981201694283,1.3387712698272565,High,Unknown,Unknown,Titanium World,Dyson Sphere,Titanium World
Kepler-224 b,2551.0,15.801,Super Earth,2014,2.51,5.972e+24,1.39,6371.0,0.038,0.008487337,0.0,Transit,3.4889,0.600438,6.300099999999999,1.9320999999999997,0.001444,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,1.498972e+25,8855.689999999999,12756599.245571172,Low,,Medium,Unknown,Medium,0.34132790708308564,0.9999955235785111,1.3413234306615966,Extremely High,Unknown,Unknown,Lava World,Fragmented World,Lava World
Kepler-224 c,2551.0,15.801,Neptune-like,2014,9.91,5.972e+24,0.278,71492.0,0.058,0.01615332,0.0,Transit,2.75498,0.916458,98.2081,0.07728400000000002,0.0033640000000000002,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,5.918252000000001e+25,19874.776,9999428.299090303,Low,,Medium,Unknown,Unknown,0.34132790708308564,0.9999928590419105,1.3413207661249962,Extremely High,Unknown,Unknown,Lava World,Unknown,Lava World
Kepler-224 d,2551.0,15.801,Neptune-like,2014,5.9,5.972e+24,0.205,71492.0,0.089,0.030937715,0.0,Transit,1.2095,1.406289,34.81,0.04202499999999999,0.007921,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,3.5234800000000006e+25,14655.86,10948015.34652967,Low,,Low,Unknown,Unknown,0.34132790708308564,0.9999887290101795,1.3413166360932651,Extremely High,Unknown,Unknown,Lava World,Frozen Sun,Lava World
Kepler-224 e,2551.0,15.801,Super Earth,2014,4.54,5.972e+24,1.97,6371.0,0.124,0.050924025,0.0,Transit,8.9438,1.959324,20.6116,3.8809,0.015375999999999999,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Low,2.711288e+25,12550.87,11487200.244526904,Low,,Medium,Unknown,Medium,0.34132790708308564,0.9999840660711286,1.3413119731542142,Extremely High,Unknown,Unknown,Lava World,Binary World,Lava World
Kepler-225 b,1830.0,16.294,Super Earth,2014,1.87,5.972e+24,1.2,6371.0,0.056,0.0183436,0.0,Transit,2.244,0.912464,3.4969000000000006,1.44,0.0031360000000000003,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,1.1167640000000002e+25,7645.2,12751753.40372628,Low,,Medium,Unknown,Medium,0.35259957016781746,0.9999931254955705,1.352592695663388,Extremely High,Unknown,Unknown,Lava World,Unknown,Lava World
Kepler-225 c,1830.0,16.294,Super Earth,2014,4.04,5.972e+24,1.84,6371.0,0.111,0.05147159,0.0,Transit,7.4336,1.808634,16.3216,3.3856,0.012321,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Low,2.412688e+25,11722.64,11717541.768837566,Low,,Medium,Unknown,Medium,0.35259957016781746,0.9999857980199189,1.3525853681877364,Extremely High,Unknown,Unknown,Lava World,Arcane World,Lava World
Kepler-226 b,3197.0,15.563,Super Earth,2014,24.0,5.972e+24,1.55,6371.0,0.047,0.010677618,0.0,Transit,37.2,0.731461,576.0,2.4025000000000003,0.002209,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,1.43328e+26,9875.05,98093139.97401996,Low,,Medium,Unknown,Medium,0.33588641455942203,0.9999943245370407,1.3358807390964627,High,Unknown,Unknown,Iron World,Unknown,Iron World
Kepler-226 c,3197.0,15.563,Super Earth,2014,0.142,1.898e+27,0.203,71492.0,0.058,0.01451061,0.0,Transit,0.028826,0.902654,0.020163999999999998,0.041209,0.0033640000000000002,<0.5,Super Earth - Close,No,Hot,,Unknown,,Unknown,High,2.69516e+26,14512.876,85401163.11681892,Low,,Medium,Unknown,Medium,0.33588641455942203,0.9999928590419105,1.3358792736013325,High,Unknown,Unknown,Iron World,Unknown,Iron World
Kepler-226 d,3197.0,15.563,Super Earth,2014,1.98,5.972e+24,1.22,6371.0,0.076,0.022176592,0.0,Transit,2.4156,1.182788,3.9204,1.4884,0.005776,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,1.182456e+25,7772.62,13062801.279881485,Low,,Medium,Unknown,Medium,0.33588641455942203,0.9999904609589699,1.3358768755183918,High,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-227 b,3533.0,15.623,Neptune-like,2014,9.85,5.972e+24,0.277,71492.0,0.09,0.026009582,0.0,Transit,2.72845,1.40607,97.0225,0.07672900000000002,0.0081,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,5.88242e+25,19803.284000000003,10010777.304580009,Low,,Medium,Unknown,Unknown,0.3372582193973204,0.9999885957833495,1.33724681518067,High,Unknown,Unknown,Unknown,Unknown,Rocky
Kepler-227 c,3533.0,15.623,Neptune-like,2014,9.48,5.972e+24,0.271,71492.0,0.29,0.14893909,0.0,Transit,2.5690800000000005,4.53067,89.8704,0.073441,0.0841,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,5.661456e+25,19374.332,10066091.263415596,Low,,Medium,Unknown,Unknown,0.3372582193973204,0.9999619504173437,1.3372201698146642,High,Unknown,Unknown,Jungle World,Garden World,Jungle World
Kepler-228 b,5365.0,15.902,Super Earth,2014,2.96,5.972e+24,1.53,6371.0,0.038,0.007118412,0.0,Transit,4.5288,0.6042759999999999,8.7616,2.3409,0.001444,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,1.767712e+25,9747.63,12416512.801544376,Low,,Medium,Unknown,Medium,0.34363711189354795,0.9999955235785111,1.343632635472059,Extremely High,Unknown,Unknown,Lava World,Dyson Sphere,Lava World
Kepler-228 c,5365.0,15.902,Neptune-like,2014,7.75,5.972e+24,0.241,71492.0,0.052,0.011225188,0.0,Transit,1.86775,0.826904,60.0625,0.058080999999999994,0.002704,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,4.6283e+25,17229.572,10405398.694426443,Low,,Low,Unknown,Unknown,0.34363711189354795,0.9999936584028906,1.3436307702964385,Extremely High,Unknown,Unknown,Lava World,Unknown,Lava World
Kepler-228 d,5365.0,15.902,Neptune-like,2014,15.4,5.972e+24,0.36,71492.0,0.101,0.030390145,0.0,Transit,5.544,1.606102,237.16000000000003,0.1296,0.010201000000000002,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,9.19688e+25,25737.12,9266310.043999534,Low,,Medium,Unknown,Unknown,0.34363711189354795,0.9999871302882192,1.3436242421817672,Extremely High,Unknown,Unknown,Lava World,Garden World,Lava World
Kepler-229 b,2695.0,16.22,Neptune-like,2014,5.48,5.972e+24,2.2,6371.0,0.062,0.017248461,0.0,Transit,12.056000000000004,1.00564,30.030400000000004,4.840000000000001,0.0038439999999999998,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,3.272656000000001e+25,14016.2,11117982.549551953,Low,,Low,Unknown,Unknown,0.35090767753440943,0.9999923261345903,1.3509000036689998,Extremely High,Unknown,Unknown,Lava World,Binary World,Lava World
Kepler-229 c,2695.0,16.22,Neptune-like,2014,21.5,5.972e+24,0.439,71492.0,0.117,0.044079397,0.0,Transit,9.4385,1.89774,462.25,0.192721,0.013689000000000002,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,1.28398e+26,31384.988,8699624.895675613,Low,,Medium,Unknown,Unknown,0.35090767753440943,0.9999849986589388,1.3508926761933482,Extremely High,Unknown,Unknown,Lava World,Temporal World,Lava World
Kepler-229 d,2695.0,16.22,Neptune-like,2014,14.2,5.972e+24,0.343,71492.0,0.22,0.11279946,0.0,Transit,4.8706000000000005,3.5684,201.64,0.11764900000000002,0.0484,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,8.48024e+25,24521.756,9412201.416304706,Low,,Medium,Unknown,Unknown,0.35090767753440943,0.9999712762954457,1.3508789538298551,Extremely High,Unknown,Unknown,Lava World,Nexus World,Lava World
Kepler-22 b,635.0,11.751,Super Earth,2011,36.0,5.972e+24,0.212,71492.0,0.849,0.7937029,0.0,Transit,7.632,9.976598999999998,1296.0,0.044944,0.7208009999999999,0.5-1,Super Earth - Close,Yes,Hot,,Unknown,,Medium,Low,2.14992e+26,15156.304,62462863.07994859,Low,,Medium,Unknown,Medium,0.24873108052494397,0.9998874766193575,1.2486185571443014,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
Kepler-230 b,2416.0,15.264,Neptune-like,2014,16.8,5.972e+24,0.38,71492.0,0.191,0.08925393,0.0,Transit,6.384,2.915424,282.24,0.1444,0.036481,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,1.003296e+26,27166.96,9072629.929758295,Low,,Medium,Unknown,Unknown,0.329050253783895,0.9999751398735166,1.3290253936574117,Somewhat High,Unknown,Unknown,Methane World,Sky World,Methane World
Kepler-230 c,2416.0,15.264,Super Earth,2014,4.82,5.972e+24,2.04,6371.0,0.38,0.2513347,0.0,Transit,9.8328,5.80032,23.232400000000002,4.1616,0.1444,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Low,2.878504e+25,12996.84,11373064.301752431,Low,,Low,Unknown,Unknown,0.329050253783895,0.9999499600026411,1.3290002137865362,Somewhat High,Unknown,Unknown,Unknown,Maelstrom World,Maelstrom World
Kepler-231 b,1033.0,15.813,Super Earth,2014,35.4,5.972e+24,1.73,6371.0,0.074,0.027652293,0.0,Transit,61.242,1.170162,1253.1599999999999,2.9929,0.005475999999999999,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,2.114088e+26,11021.83,116145355.32817164,Low,,Medium,Unknown,Medium,0.34160226805066535,0.99999072741263,1.3415929954632952,Extremely High,Unknown,Unknown,Lava World,Temporal World,Lava World
